Performance(MegaMultiply-Sums per Second)72378956.782750
Index,Sum
743,-270174.281250
744,-54221.226562
745,292221.843750
746,-788.153198
747,94810.476562
748,279397.375000
749,-293021.125000
750,270528.312500
751,158821.296875
752,-45971.507812
753,-180875.703125
754,162779.093750
755,-317207.375000
756,27609.890625
757,-142192.750000
758,117081.367188
759,-90570.789062
760,81515.242188
761,-207799.312500
762,-101065.515625
763,-172912.984375
764,-70824.031250
765,121756.156250
766,-391310.843750
767,176618.312500
768,-11382.168945
769,104567.296875
770,-335914.218750
771,19191.421875
772,-296132.312500
773,106175.054688
774,-333397.500000
775,-325941.687500
776,120726.531250
777,-59656.273438
778,113657.601562
779,-402825.875000
780,-331050.625000
781,-274754.843750
782,-234719.265625
783,-313518.406250
784,-353371.406250
785,133648.843750
786,-161772.718750
787,-367847.000000
788,58986.398438
789,15840.034180
790,-307302.625000
791,-10727.119141
792,-85389.750000
793,-105173.007812
794,-326395.218750
795,124258.593750
796,-155844.453125
797,94673.250000
798,-195939.515625
799,186731.203125
800,-184975.812500
801,-259543.640625
802,-228488.156250
803,-24743.988281
804,-40632.558594
805,-12647.704102
806,146022.593750
807,3852.758545
808,-234637.515625
809,-271224.156250
810,66929.445312
811,9.352946
812,187972.000000
813,143846.125000
814,234826.890625
815,72149.773438
816,-219230.968750
817,-338762.250000
818,-148283.765625
819,-343370.968750
820,-309904.750000
821,-254969.250000
822,-67225.492188
823,-353692.468750
824,263123.375000
825,-108759.500000
826,155092.000000
827,177706.609375
828,-176268.000000
829,101963.312500
830,-80864.257812
831,-144771.156250
832,-100901.460938
833,297314.406250
834,255451.234375
835,-223204.828125
836,153279.453125
837,289552.718750
838,107369.203125
839,296648.093750
840,-184886.156250
841,-210111.625000
842,-81985.500000
843,167955.453125
844,-109960.250000
845,101058.500000
846,-127906.867188
847,172202.437500
848,233024.437500
849,-255531.562500
850,-168917.281250
851,-123458.609375
852,-211355.171875
853,29334.642578
854,-51928.000000
855,222769.250000
856,-159587.968750
857,-243016.656250
858,-47706.421875
859,-45075.261719
860,337936.656250
861,336380.937500
862,17147.503906
863,-142221.250000
864,-105623.398438
865,319887.187500
866,-116552.726562
867,-1586.318359
868,353023.875000
869,-119315.078125
870,386693.000000
871,-234708.828125
872,171748.656250
873,-143550.078125
874,17566.585938
875,-32196.679688
876,-212574.734375
877,261709.906250
878,-185139.343750
879,-205490.000000
880,-229055.078125
881,91314.968750
882,377927.656250
883,16451.404297
884,333801.437500
885,157070.671875
886,-183255.187500
887,111749.117188
888,360453.937500
889,393711.937500
890,-130723.367188
891,-213548.156250
892,265799.281250
893,42992.328125
894,345301.531250
895,-229953.281250
896,-240211.781250
897,2601.523926
898,-186590.796875
899,239205.562500
900,304710.968750
901,-163176.031250
902,252616.578125
903,-79726.546875
904,385893.843750
905,75989.281250
906,-247281.312500
907,183405.984375
908,-124500.359375
909,401575.531250
910,233545.734375
911,364029.718750
912,192106.671875
913,49238.500000
914,-164982.859375
915,163907.453125
916,250732.015625
917,-175095.750000
918,-72806.054688
919,34688.238281
920,-84443.468750
921,-184050.953125
922,-167783.375000
923,374589.875000
924,116807.710938
925,139901.765625
926,306858.218750
927,301434.781250
928,-169322.000000
929,-134196.843750
930,128320.546875
931,-214060.984375
932,175832.015625
933,360192.625000
934,-15270.699219
935,49791.390625
936,-281376.906250
937,241375.578125
938,180449.328125
939,69830.906250
940,-105565.164062
941,-33362.585938
942,316976.937500
943,-242441.109375
944,-270491.937500
945,42348.234375
946,173532.109375
947,172463.906250
948,191883.390625
949,-297534.281250
950,-210876.984375
951,-213795.140625
952,277467.656250
953,291946.843750
954,95388.742188
955,127277.226562
956,158864.390625
957,-65469.335938
958,280709.062500
959,-228235.859375
960,130043.906250
961,186679.109375
962,69443.179688
963,298943.250000
964,-190969.921875
965,39369.195312
966,251691.312500
967,-214496.734375
968,-188223.765625
969,-103049.039062
970,120235.000000
971,-109841.484375
972,-32356.593750
973,79259.085938
974,-279141.406250
975,172557.640625
976,263337.281250
977,202455.765625
978,-194469.937500
979,206215.015625
980,-121830.125000
981,244295.781250
982,-98861.476562
983,155065.968750
984,-387335.750000
985,-69101.242188
986,-7068.495117
987,-168610.359375
988,-293143.562500
989,-224094.328125
990,-292639.062500
991,-359957.625000
992,-210480.250000
993,-366090.562500
994,-120738.289062
995,-186498.203125
996,48370.722656
997,-193893.796875
998,75160.109375
999,-229792.703125
1000,11471.094727
1001,-371533.562500
1002,42952.359375
1003,248287.968750
1004,-129902.914062
1005,-344815.312500
1006,-370958.375000
1007,217087.359375
1008,60702.105469
1009,-337301.250000
1010,77267.023438
1011,126894.078125
1012,-15092.351562
1013,212466.437500
1014,-234381.218750
1015,-341337.906250
1016,-268349.406250
1017,-222745.140625
1018,-207946.890625
1019,-102112.085938
1020,-316255.343750
1021,-338647.062500
1022,-300690.656250
1023,241228.812500
1024,183244.093750
1025,-214917.984375
1026,85976.429688
1027,9637.058594
1028,105625.648438
1029,224124.312500
1030,131914.812500
1031,-352541.812500
1032,-61018.363281
1033,215380.390625
1034,53195.160156
1035,58331.957031
1036,-289510.062500
1037,-232830.546875
1038,-328676.125000
1039,89368.601562
1040,-341801.937500
1041,-164809.468750
1042,65541.398438
1043,101432.156250
1044,195212.906250
1045,-35703.406250
1046,-125995.000000
1047,-295789.437500
1048,110483.812500
1049,-212942.140625
1050,101965.546875
1051,-243034.531250
1052,-37914.003906
1053,-131340.187500
1054,258100.078125
1055,298816.718750
1056,-304742.281250
1057,-92696.226562
1058,155960.703125
1059,179307.250000
1060,113226.812500
1061,125831.664062
1062,-5158.987793
1063,-14286.693359
1064,185288.765625
1065,213049.593750
1066,-108608.492188
1067,-135105.328125
1068,-156872.046875
1069,-124409.312500
1070,327983.156250
1071,242346.718750
1072,-151587.593750
1073,-232636.328125
1074,346661.656250
1075,-133425.171875
1076,-233902.171875
1077,141283.062500
1078,314812.937500
1079,22149.902344
1080,-200836.546875
1081,253309.390625
1082,-190128.937500
1083,359763.687500
1084,94782.351562
1085,293007.031250
1086,366445.125000
1087,75450.109375
1088,198807.484375
1089,163213.406250
1090,-92698.593750
1091,-100027.632812
1092,-176279.859375
1093,7629.984375
1094,246310.078125
1095,269534.125000
1096,308358.031250
1097,311458.343750
1098,226149.234375
1099,-202156.312500
1100,237026.500000
1101,332897.093750
1102,-214740.593750
1103,132584.375000
1104,-195316.968750
1105,135697.796875
1106,-91302.546875
1107,172947.046875
1108,304051.375000
1109,413932.718750
1110,116156.406250
1111,-23811.550781
1112,160771.578125
1113,-217528.843750
1114,55664.898438
1115,-223163.875000
1116,-106306.250000
1117,-161795.671875
1118,82642.789062
1119,207379.703125
1120,89113.593750
1121,403433.312500
1122,91298.179688
1123,-251498.250000
1124,-1272.730103
1125,3223.842773
1126,-187324.375000
1127,-183322.375000
1128,194546.421875
1129,333833.687500
1130,115789.171875
1131,397246.093750
1132,-19093.751953
1133,-86217.492188
1134,-191753.359375
1135,248207.843750
1136,298021.218750
1137,-21109.230469
1138,23912.296875
1139,152130.250000
1140,-253017.609375
1141,95952.585938
1142,83734.773438
1143,-27700.126953
1144,278526.875000
1145,-854.370544
1146,-214889.765625
1147,276016.218750
1148,251236.890625
1149,-260025.140625
1150,-287532.125000
1151,344602.125000
1152,15206.776367
1153,195830.250000
1154,-106585.187500
1155,29940.767578
1156,-205008.171875
1157,-1094.930542
1158,-48948.792969
1159,143983.515625
1160,98790.421875
1161,-243618.515625
1162,322549.281250
1163,-124041.320312
1164,-222533.796875
1165,-264452.531250
1166,31229.453125
1167,97605.062500
1168,-91429.156250
1169,54168.859375
1170,-281620.875000
1171,-72104.210938
1172,-248436.765625
1173,275495.156250
1174,21022.591797
1175,143461.468750
1176,-348558.468750
1177,261577.921875
1178,261256.734375
1179,15832.018555
1180,-222291.437500
1181,-313051.906250
1182,-1631.398071
1183,-91074.390625
1184,-282925.500000
1185,176944.734375
1186,159060.578125
1187,109934.148438
1188,36081.914062
1189,219011.593750
1190,-261777.625000
1191,-67905.351562
1192,39395.101562
1193,-184093.531250
1194,-16319.417969
1195,154552.765625
1196,104867.281250
1197,-11573.417969
1198,-317953.750000
1199,-375475.156250
1200,192669.828125
1201,187015.828125
1202,-271629.218750
1203,53643.667969
1204,-274369.750000
1205,-304487.156250
1206,119302.390625
1207,-356231.343750
1208,83863.140625
1209,-349686.093750
1210,-180867.562500
1211,108678.429688
1212,74914.039062
1213,-314163.843750
1214,65401.011719
1215,-60596.664062
1216,-80536.929688
1217,-14123.961914
1218,151076.078125
1219,-328061.718750
1220,-30805.263672
1221,-67215.671875
1222,-203127.328125
1223,158308.671875
1224,-320517.843750
1225,27881.048828
1226,-85357.781250
1227,222031.796875
1228,-261310.265625
1229,-190028.875000
1230,-294143.937500
1231,-314242.250000
1232,-226831.937500
1233,-173715.656250
1234,-232287.546875
1235,33663.492188
1236,1194.873169
1237,101783.664062
1238,206825.750000
1239,-67875.859375
1240,-233918.968750
1241,167797.937500
1242,-281090.218750
1243,-29885.544922
1244,-206655.890625
1245,36715.800781
1246,3358.231445
1247,-172678.718750
1248,-300032.875000
1249,202640.953125
1250,75171.281250
1251,55727.019531
1252,-217800.578125
1253,34632.359375
1254,-205411.218750
1255,117346.289062
1256,-357014.843750
1257,260565.453125
1258,-145063.250000
1259,-24951.638672
1260,-265403.843750
1261,21389.291016
1262,-26730.597656
1263,138489.531250
1264,108002.531250
1265,22810.597656
1266,-154355.671875
1267,-285174.437500
1268,-77690.593750
1269,208243.625000
1270,-225833.562500
1271,104804.484375
1272,-269097.343750
1273,129837.117188
1274,220774.500000
1275,-22281.476562
1276,-234463.390625
1277,29759.669922
1278,170971.671875
1279,-105962.281250
1280,-259884.578125
1281,-262737.656250
1282,-283492.250000
1283,178173.250000
1284,-138727.812500
1285,351628.781250
1286,325146.218750
1287,43191.804688
1288,138657.500000
1289,-40038.953125
1290,-99359.773438
1291,228406.703125
1292,116621.914062
1293,337739.218750
1294,-1389.046753
1295,-208403.562500
1296,381774.062500
1297,142712.703125
1298,239631.093750
1299,-212415.406250
1300,387548.312500
1301,284871.218750
1302,-140136.718750
1303,220505.125000
1304,65398.214844
1305,155680.640625
1306,-138907.906250
1307,122058.210938
1308,-156038.890625
1309,-124926.601562
1310,-158820.187500
1311,85681.703125
1312,282829.531250
1313,407519.406250
1314,-141815.843750
1315,-23369.513672
1316,349867.312500
1317,371367.656250
1318,299279.937500
1319,-221557.765625
1320,398239.031250
1321,201648.843750
1322,337368.312500
1323,165769.203125
1324,-66539.265625
1325,175357.890625
1326,256797.468750
1327,-201391.375000
1328,59023.910156
1329,-80803.187500
1330,235590.359375
1331,24019.570312
1332,15442.293945
1333,344783.812500
1334,-126836.296875
1335,-34631.097656
1336,-167641.515625
1337,-148133.171875
1338,159435.406250
1339,61888.519531
1340,207625.937500
1341,132590.875000
1342,66610.093750
1343,51659.789062
1344,22376.845703
1345,-224851.640625
1346,273983.906250
1347,371496.687500
1348,343587.750000
1349,-97920.710938
1350,303975.687500
1351,214546.296875
1352,30540.164062
1353,-178098.578125
1354,-38352.476562
1355,-25025.691406
1356,-172610.796875
1357,-52612.238281
1358,273038.156250
1359,224350.125000
1360,272711.031250
1361,24219.273438
1362,133294.421875
1363,-103659.312500
1364,-253211.718750
1365,68212.851562
1366,267376.937500
1367,95714.351562
1368,-236832.265625
1369,-159537.906250
1370,349635.000000
1371,-138367.312500
1372,87249.281250
1373,-211795.140625
1374,180620.750000
1375,-198139.859375
1376,-45364.074219
1377,-279861.031250
1378,-162982.265625
1379,5460.315430
1380,-4488.727051
1381,-151960.250000
1382,-38559.257812
1383,-27929.001953
1384,233637.671875
1385,-55478.718750
1386,-173031.203125
1387,206399.765625
1388,268387.562500
1389,-207454.906250
1390,-53858.371094
1391,-289226.750000
1392,-45375.429688
1393,227848.921875
1394,-19634.593750
1395,-108504.867188
1396,276651.656250
1397,179821.296875
1398,-126847.054688
1399,-256417.578125
1400,-274241.031250
1401,-161950.953125
1402,89442.601562
1403,-61814.339844
1404,-211388.718750
1405,116506.484375
1406,-32637.208984
1407,-282734.156250
1408,179427.890625
1409,-99714.851562
1410,-242025.000000
1411,-87470.257812
1412,-169764.078125
1413,89180.593750
1414,-13776.005859
1415,49729.878906
1416,96901.757812
1417,161123.687500
1418,86359.304688
1419,-156339.421875
1420,34939.546875
1421,222742.796875
1422,214443.171875
1423,-233536.093750
1424,-332372.062500
1425,11100.523438
1426,166687.515625
1427,205758.875000
1428,-24709.548828
1429,-183850.000000
1430,-111231.187500
1431,-252622.640625
1432,-186359.062500
1433,-91805.851562
1434,1131.129883
1435,-214915.984375
1436,-112288.382812
1437,174115.140625
1438,197058.031250
1439,-92459.265625
1440,-237329.125000
1441,-407037.562500
1442,234580.750000
1443,108789.039062
1444,67971.242188
1445,-403695.562500
1446,36285.863281
1447,-234385.046875
1448,245067.781250
1449,-312894.250000
1450,-82167.453125
1451,139336.718750
1452,218185.968750
1453,74888.687500
1454,-337254.906250
1455,-345549.875000
1456,-367167.812500
1457,-143413.453125
1458,103592.843750
1459,33134.925781
1460,202988.093750
1461,-325447.468750
1462,-198742.296875
1463,-105245.585938
1464,-108528.984375
1465,-266185.812500
1466,-268487.156250
1467,-233079.984375
1468,6377.842285
1469,-56622.687500
1470,-70891.406250
1471,15204.117188
1472,82982.265625
1473,-263942.562500
1474,-165140.937500
1475,252691.281250
1476,-135682.656250
1477,198375.406250
1478,83266.070312
1479,34212.734375
1480,285134.187500
1481,-23285.384766
1482,5232.906738
1483,-19856.488281
1484,245765.078125
1485,-230216.750000
1486,-156813.640625
1487,172596.078125
1488,-288885.687500
1489,-222703.953125
1490,69648.203125
1491,143514.343750
1492,-66087.343750
1493,83116.085938
1494,48637.867188
1495,240392.609375
1496,21759.656250
1497,-54574.714844
1498,-193039.062500
1499,-66075.882812
1500,27021.257812
1501,275063.812500
1502,-168414.796875
1503,77930.851562
1504,124856.929688
1505,192434.703125
1506,-17859.435547
1507,276028.968750
1508,1252.316528
1509,105919.179688
1510,380954.281250
1511,79013.390625
1512,98596.890625
1513,157870.671875
1514,94213.039062
1515,-119628.914062
1516,-216720.625000
1517,64489.343750
1518,-95014.171875
1519,-170846.828125
1520,27504.332031
1521,157787.187500
1522,8654.890625
1523,312527.468750
1524,392471.000000
1525,376904.062500
1526,31635.857422
1527,-133277.140625
1528,-79099.117188
1529,138266.921875
1530,-233990.703125
1531,-56173.613281
1532,61187.492188
1533,-209376.703125
1534,248505.453125
1535,328298.718750
1536,-154261.984375
1537,-178809.234375
1538,-192600.796875
1539,411764.875000
1540,201446.781250
1541,404852.093750
1542,156474.531250
1543,98214.453125
1544,-69935.382812
1545,336475.937500
1546,213796.578125
1547,-5259.533691
1548,156287.125000
1549,23460.707031
1550,-10591.835938
1551,23859.089844
1552,411043.562500
1553,334147.250000
1554,241331.406250
1555,-87338.070312
1556,-119954.296875
1557,234004.640625
1558,168612.812500
1559,117582.062500
1560,312313.406250
1561,246581.218750
1562,131089.953125
1563,-209875.265625
1564,28172.625000
1565,34493.234375
1566,-180516.984375
1567,119617.179688
1568,238496.875000
1569,-168782.296875
1570,98240.414062
1571,-45218.144531
