Performance(MegaMultiply-Sums per Second)72378956.782750
Index,Sum
3038,334541.343750
3039,393286.843750
3040,-177690.437500
3041,-211199.703125
3042,213563.625000
3043,-204374.984375
3044,321663.656250
3045,-48566.648438
3046,324529.656250
3047,244136.281250
3048,26748.347656
3049,-64884.757812
3050,-190717.656250
3051,-175382.156250
3052,233946.140625
3053,-36664.527344
3054,11267.896484
3055,114212.890625
3056,-159806.031250
3057,105230.523438
3058,292739.843750
3059,182095.203125
3060,28613.619141
3061,-150553.359375
3062,-214990.015625
3063,331532.656250
3064,12256.800781
3065,-29566.033203
3066,-236024.437500
3067,303266.437500
3068,-46450.648438
3069,62289.859375
3070,-147405.562500
3071,94890.617188
3072,43656.257812
3073,357554.281250
3074,121988.507812
3075,300347.937500
3076,217324.812500
3077,-143525.921875
3078,-85063.375000
3079,19527.767578
3080,128130.484375
3081,126701.445312
3082,197968.093750
3083,127465.710938
3084,247047.578125
3085,95199.742188
3086,273435.000000
3087,69940.164062
3088,-61567.027344
3089,353349.031250
3090,-9285.838867
3091,147662.718750
3092,75881.734375
3093,100916.632812
3094,125446.156250
3095,-25363.798828
3096,-72925.492188
3097,-86759.132812
3098,-193405.937500
3099,344881.062500
3100,-214693.187500
3101,-36173.296875
3102,-9039.132812
3103,-64619.968750
3104,70514.335938
3105,262430.750000
3106,-30839.804688
3107,178337.953125
3108,124652.109375
3109,-4520.859375
3110,53117.304688
3111,-336915.000000
3112,-24424.152344
3113,-234425.937500
3114,-170940.562500
3115,-157815.828125
3116,-39545.890625
3117,269777.437500
3118,-88264.367188
3119,-259142.140625
3120,76328.039062
3121,-180329.421875
3122,119537.281250
3123,38703.183594
3124,278592.750000
3125,248937.187500
3126,241020.859375
3127,10077.108398
3128,-84929.429688
3129,-219261.781250
3130,31172.441406
3131,-35321.585938
3132,252188.984375
3133,229401.234375
3134,-143083.359375
3135,-341666.281250
3136,-22697.742188
3137,-183628.593750
3138,-339228.718750
3139,-210372.515625
3140,-100019.117188
3141,-395809.312500
3142,102096.156250
3143,145777.187500
3144,-151424.515625
3145,-273435.875000
3146,161869.484375
3147,-105434.570312
3148,178396.687500
3149,-284971.281250
3150,-133193.000000
3151,28292.109375
3152,192989.859375
3153,-61851.718750
3154,-274561.093750
3155,31778.386719
3156,-310961.625000
3157,55337.976562
3158,-23712.025391
3159,-51033.574219
3160,181747.921875
3161,-374664.468750
3162,-237980.375000
3163,-55295.347656
3164,-6299.499512
3165,-118798.312500
3166,213431.890625
3167,-23674.330078
3168,176886.750000
3169,-381091.875000
3170,29189.175781
3171,-189671.875000
3172,-248588.203125
3173,-382594.687500
3174,-255476.656250
3175,125031.531250
3176,-220826.828125
3177,-117368.703125
3178,-325496.562500
3179,220793.203125
3180,21214.488281
3181,-112663.562500
3182,69556.312500
3183,151537.234375
3184,-170566.656250
3185,-165755.125000
3186,192389.187500
3187,-28834.757812
3188,-365930.312500
3189,245236.234375
3190,170931.718750
3191,207755.890625
3192,-147731.343750
3193,-195266.546875
3194,-80111.140625
3195,11823.867188
3196,-64785.109375
3197,195020.531250
3198,144732.875000
3199,-13602.393555
3200,52161.781250
3201,-60777.218750
3202,-325338.343750
3203,-116197.578125
3204,179668.734375
3205,-89535.859375
3206,267905.156250
3207,-119073.609375
3208,33428.656250
3209,-260688.250000
3210,-213805.968750
3211,-280342.687500
3212,190286.578125
3213,-98789.945312
3214,49036.746094
3215,315267.187500
3216,173910.359375
3217,232061.406250
3218,-149496.578125
3219,15297.533203
3220,-264133.875000
3221,-154500.000000
3222,-81399.281250
3223,242424.765625
3224,337733.875000
3225,261860.156250
3226,-240838.984375
3227,214134.000000
3228,-52491.644531
3229,117599.375000
3230,298152.031250
3231,257410.546875
3232,-88603.546875
3233,-5216.573730
3234,731.721008
3235,-34046.878906
3236,-34703.457031
3237,-18199.134766
3238,-52279.609375
3239,-62475.699219
3240,-152794.640625
3241,-277223.781250
3242,191896.671875
3243,220125.703125
3244,381561.062500
3245,-135601.937500
3246,296461.812500
3247,302108.312500
3248,34078.015625
3249,172997.578125
3250,-31150.648438
3251,-130080.890625
3252,-45111.582031
3253,165140.781250
3254,-26169.902344
3255,377328.187500
3256,33994.378906
3257,-12457.391602
3258,88649.085938
3259,220525.453125
3260,176091.796875
3261,190203.781250
3262,344170.906250
3263,-203746.468750
3264,379760.187500
3265,-20076.324219
3266,138140.843750
3267,280900.406250
3268,165167.265625
3269,293763.406250
3270,-28551.566406
3271,-135814.796875
3272,82099.054688
3273,-47975.988281
3274,267135.593750
3275,-111942.015625
3276,-33373.898438
3277,122515.500000
3278,310726.656250
3279,216939.953125
3280,-117367.960938
3281,312788.343750
3282,169389.250000
3283,304367.187500
3284,-145171.203125
3285,186011.125000
3286,76525.687500
3287,49981.636719
3288,317611.312500
3289,193742.640625
3290,167546.875000
3291,32006.763672
3292,-171090.265625
3293,-1839.833008
3294,289426.406250
3295,-113016.429688
3296,-194271.437500
3297,-252371.890625
3298,236759.171875
3299,117076.210938
3300,274497.125000
3301,348664.968750
3302,-3408.076904
3303,184116.265625
3304,16647.222656
3305,238634.687500
3306,-247391.140625
3307,-56646.292969
3308,-61781.523438
3309,135378.375000
3310,-57058.324219
3311,-92842.921875
3312,-124824.742188
3313,-246687.140625
3314,-213979.421875
3315,-215066.359375
3316,90948.765625
3317,-59029.460938
3318,328989.218750
3319,295410.125000
3320,283550.875000
3321,-88669.265625
3322,229960.500000
3323,42486.292969
3324,-179877.578125
3325,165925.859375
3326,-149739.468750
3327,214933.218750
3328,192205.093750
3329,197300.953125
3330,129609.140625
3331,-201514.750000
3332,71417.148438
3333,36623.843750
3334,-37316.976562
3335,-100924.296875
3336,-68165.328125
3337,71062.453125
3338,61854.656250
3339,-62056.742188
3340,-228313.578125
3341,-271536.437500
3342,110952.750000
3343,236254.687500
3344,-70995.710938
3345,-96870.093750
3346,-164952.718750
3347,-169620.453125
3348,-285456.625000
3349,-170345.718750
3350,-38426.101562
3351,-29949.699219
3352,124306.039062
3353,-144673.468750
3354,239386.234375
3355,-310270.375000
3356,96907.437500
3357,-290156.093750
3358,-217195.796875
3359,213294.593750
3360,-11297.528320
3361,16370.939453
3362,43362.390625
3363,-6157.958496
3364,-164521.515625
3365,-337615.531250
3366,-408356.281250
3367,-352929.406250
3368,-171285.078125
3369,33205.296875
3370,-292928.593750
3371,-158878.000000
3372,-105067.968750
3373,-280199.625000
3374,77159.046875
3375,-188172.265625
3376,-369634.343750
3377,-58854.625000
3378,-238235.312500
3379,-383633.625000
3380,51338.554688
3381,-44652.375000
3382,-229523.359375
3383,204395.703125
3384,-328463.187500
3385,-278096.875000
3386,-122213.585938
3387,85413.468750
3388,-393811.250000
3389,-37646.441406
3390,-144038.468750
3391,237587.515625
3392,-119023.968750
3393,125162.203125
3394,-123789.023438
3395,-240865.546875
3396,27276.904297
3397,-251654.406250
3398,200056.765625
3399,-237882.093750
3400,18852.984375
3401,-346375.968750
3402,125165.328125
3403,-98724.804688
3404,-223106.718750
3405,-51158.582031
3406,124911.062500
3407,163955.328125
3408,180105.250000
3409,-42377.460938
3410,-115928.585938
3411,-1886.326172
3412,148797.515625
3413,35077.140625
3414,240670.671875
3415,-186802.390625
3416,-323814.937500
3417,190124.140625
3418,-284235.000000
3419,-22356.923828
3420,262230.031250
3421,-140664.281250
3422,138103.140625
3423,-286232.125000
3424,295996.031250
3425,-199988.078125
3426,-198588.437500
3427,-287232.156250
3428,197771.562500
3429,-155747.265625
3430,96386.937500
3431,106480.976562
3432,-218022.265625
3433,62381.167969
3434,-259107.859375
3435,22844.962891
3436,-244836.671875
3437,-154040.828125
3438,70741.492188
3439,-213290.062500
3440,-223250.828125
3441,321165.406250
3442,200466.125000
3443,83228.320312
3444,-32508.017578
3445,100669.765625
3446,172901.250000
3447,-169339.171875
3448,-89546.757812
3449,228864.562500
3450,-48554.406250
3451,364336.218750
3452,253652.125000
3453,7394.916992
3454,293966.875000
3455,183019.000000
3456,-148701.203125
3457,-116864.929688
3458,248917.359375
3459,99311.960938
3460,36599.835938
3461,-240505.203125
3462,-152336.093750
3463,275587.750000
3464,-6656.590820
3465,41450.726562
3466,-95299.171875
3467,351753.531250
3468,-116256.359375
3469,-208789.046875
3470,84787.726562
3471,134526.484375
3472,181948.515625
3473,-253281.312500
3474,321012.875000
3475,-65457.414062
3476,377826.187500
3477,-240897.812500
3478,-51396.621094
3479,283263.093750
3480,392440.968750
3481,-230001.437500
3482,-201091.890625
3483,-86915.320312
3484,112376.171875
3485,-42170.503906
3486,283850.718750
3487,339877.687500
3488,164176.906250
3489,219243.500000
3490,24048.921875
3491,190045.312500
3492,345274.250000
3493,304550.250000
3494,330396.218750
3495,127293.539062
3496,-110678.398438
3497,46529.609375
3498,330324.343750
3499,55157.792969
3500,-179179.453125
3501,-112978.132812
3502,-438.883026
3503,325647.437500
3504,239392.171875
3505,-97730.648438
3506,201369.687500
3507,-12276.406250
3508,28679.541016
3509,336918.656250
3510,323410.093750
3511,262254.500000
3512,229395.125000
3513,-233819.250000
3514,148137.500000
3515,296627.750000
3516,-13342.974609
3517,279848.593750
3518,-155607.781250
3519,-195970.781250
3520,-85529.687500
3521,357173.968750
3522,255349.375000
3523,250467.140625
3524,235085.687500
3525,36009.878906
3526,189131.218750
3527,-84290.382812
3528,354783.687500
3529,184502.640625
3530,-227796.171875
3531,206.837494
3532,278103.968750
3533,-136969.062500
3534,11905.541992
3535,-106118.031250
3536,-213358.375000
3537,199504.375000
3538,169620.515625
3539,-257100.515625
3540,-110058.109375
3541,227489.828125
3542,-237612.078125
3543,-149517.578125
3544,182378.531250
3545,200202.312500
3546,264909.531250
3547,288180.687500
3548,-160481.796875
3549,-22791.660156
3550,295774.156250
3551,-48805.007812
3552,139671.203125
3553,273330.375000
3554,-179854.718750
3555,-351386.437500
3556,-81123.812500
3557,-196181.421875
3558,-226465.250000
3559,260719.921875
3560,84248.640625
3561,-305497.093750
3562,-13546.314453
3563,147987.796875
3564,-254701.390625
3565,-79476.515625
3566,44308.316406
3567,46682.632812
3568,-268593.375000
3569,-213453.593750
3570,-356561.406250
3571,-301469.937500
3572,15642.300781
3573,196348.734375
3574,-189578.281250
3575,207127.781250
3576,106625.656250
3577,150284.468750
3578,-190475.265625
3579,-337172.781250
3580,-63901.636719
3581,-304171.968750
3582,148305.984375
3583,-155730.468750
3584,-375524.406250
3585,225656.218750
3586,-46776.195312
3587,60741.390625
3588,-80751.335938
3589,209846.953125
3590,-273934.968750
3591,175330.281250
3592,59544.183594
3593,103589.914062
3594,-197700.546875
3595,104137.906250
3596,-345251.531250
3597,-118714.398438
3598,-280784.875000
3599,-272181.562500
3600,-2519.591797
3601,104672.531250
3602,-338655.343750
3603,47767.996094
3604,102983.710938
3605,-22289.125000
3606,-401055.843750
3607,156324.781250
3608,138860.453125
3609,-326173.937500
3610,27235.501953
3611,-153714.562500
3612,230583.750000
3613,-213232.671875
3614,107236.710938
3615,225241.812500
3616,64548.796875
3617,203221.265625
3618,183422.250000
3619,154628.000000
3620,-247546.046875
3621,187962.781250
3622,-274419.718750
3623,-384021.562500
3624,251369.359375
3625,-53671.613281
3626,-301167.781250
3627,-237164.796875
3628,-257304.109375
3629,-82007.445312
3630,248689.890625
3631,81220.742188
3632,117290.343750
3633,254350.578125
3634,236860.625000
3635,-29285.234375
3636,113168.250000
3637,269532.343750
3638,-42493.597656
3639,138958.812500
3640,57020.957031
3641,-264936.531250
3642,-87261.328125
3643,-134802.078125
3644,291668.531250
3645,170778.015625
3646,-68050.562500
3647,108723.046875
3648,154618.828125
3649,-257269.625000
3650,-317634.718750
3651,233374.562500
3652,-112232.859375
3653,240456.984375
3654,-266377.687500
3655,134763.984375
3656,250608.671875
3657,36267.671875
3658,-291701.250000
3659,4718.162598
3660,73544.460938
3661,-246043.093750
3662,-161062.421875
3663,-32918.648438
3664,-65623.929688
3665,296077.718750
3666,334233.687500
3667,183834.984375
3668,-272130.312500
3669,98342.328125
3670,-7248.173340
3671,183878.546875
3672,-66112.164062
3673,269054.718750
3674,-49433.960938
3675,-229647.718750
3676,-21547.208984
3677,-197587.593750
3678,227562.421875
3679,109246.882812
3680,199835.703125
3681,26523.746094
3682,-110937.210938
3683,205197.906250
3684,-253628.718750
3685,-148100.250000
3686,-42809.277344
3687,309412.000000
3688,-70483.148438
3689,122022.250000
3690,167847.078125
3691,-10415.538086
3692,304596.343750
3693,111973.539062
3694,280376.343750
3695,-185317.062500
3696,201223.875000
3697,-100397.554688
3698,-80290.679688
3699,-175160.765625
3700,123093.335938
3701,99810.523438
3702,401478.187500
3703,14508.344727
3704,138931.515625
3705,258748.828125
3706,364790.406250
3707,-114286.304688
3708,104840.515625
3709,-155153.531250
3710,18472.363281
3711,-150853.781250
3712,169083.218750
3713,-68370.312500
3714,-77933.359375
3715,328383.125000
3716,-233376.953125
3717,146873.250000
3718,321399.218750
3719,316994.937500
3720,189873.609375
3721,320215.656250
3722,-182006.953125
3723,-116253.453125
3724,-177858.453125
3725,82780.328125
3726,-237379.265625
3727,-231434.046875
3728,107728.593750
3729,-242493.609375
3730,-68594.671875
3731,277767.593750
3732,291163.906250
3733,-82325.570312
3734,303757.062500
3735,352255.562500
3736,86553.390625
3737,299300.937500
3738,358702.906250
3739,217665.890625
3740,-91271.437500
3741,-66184.468750
3742,-16215.658203
3743,-27530.015625
3744,-251479.296875
3745,20191.044922
3746,-68391.914062
3747,-73020.664062
3748,76469.093750
3749,-2273.625732
3750,-203550.343750
3751,94914.156250
3752,278591.031250
3753,-195265.000000
3754,-240544.765625
3755,264448.625000
3756,295889.062500
3757,-205383.359375
3758,141671.031250
3759,-311106.875000
3760,-137567.796875
3761,301459.437500
3762,-256275.078125
3763,43926.589844
3764,228298.031250
3765,285727.968750
3766,-153661.140625
3767,-311951.531250
3768,262151.437500
3769,87420.796875
3770,245296.468750
3771,-114732.140625
3772,-359347.125000
3773,33265.398438
3774,-123530.085938
3775,225372.796875
3776,-350207.375000
3777,-101475.625000
3778,-204435.125000
3779,-41777.046875
3780,-115041.132812
3781,-3459.693359
3782,-279401.843750
3783,-14457.423828
3784,-90618.765625
3785,86567.117188
3786,86511.523438
3787,60184.921875
3788,-68429.054688
3789,-263838.218750
3790,-269899.406250
3791,-185785.937500
3792,10968.918945
3793,-328829.031250
3794,-256630.437500
3795,49559.750000
3796,-349987.937500
3797,-344568.281250
3798,216217.812500
3799,111586.562500
3800,153441.281250
3801,-307967.500000
3802,-2291.803223
3803,-346786.062500
3804,-84660.242188
3805,-136949.515625
3806,-191139.671875
3807,33773.175781
3808,-355907.031250
3809,204080.359375
3810,-232373.187500
3811,-168887.015625
3812,77906.585938
3813,-264699.593750
3814,-243479.140625
3815,-60740.984375
3816,-301850.718750
3817,-253488.312500
3818,-17824.560547
3819,-106156.007812
3820,-211703.343750
3821,94129.250000
3822,-238758.062500
3823,31999.201172
3824,174232.218750
3825,-343089.843750
3826,-18553.257812
3827,48897.328125
3828,-119469.882812
3829,63075.460938
3830,251227.859375
3831,162610.343750
3832,242996.078125
3833,123674.578125
3834,-102775.960938
3835,-63306.933594
3836,-291202.437500
3837,42316.628906
3838,158095.531250
3839,-252032.656250
3840,-259797.109375
3841,-137692.640625
3842,-301533.906250
3843,-140543.656250
3844,-196400.062500
3845,-225089.796875
3846,-73970.328125
3847,267483.531250
3848,-53228.167969
3849,282094.281250
3850,191455.531250
3851,986.983887
3852,-42287.371094
3853,-22483.048828
3854,-195676.500000
3855,-111905.898438
3856,162924.734375
3857,-338441.718750
3858,142557.109375
3859,249234.578125
3860,-40068.933594
3861,-81973.554688
3862,-238155.296875
3863,-97891.015625
3864,-27486.316406
3865,43467.890625
3866,-136425.421875
3867,127818.125000
3868,197708.671875
3869,168123.937500
3870,329045.437500
3871,22374.386719
3872,331552.656250
3873,135503.031250
3874,-261482.890625
3875,-2942.159424
3876,-127251.476562
3877,258936.968750
3878,-222526.625000
3879,166929.593750
3880,-103913.742188
3881,167157.250000
3882,-215743.828125
3883,202924.984375
3884,150582.265625
3885,145377.281250
3886,347930.156250
3887,-180172.031250
3888,178566.703125
3889,55418.687500
3890,141603.062500
3891,369106.500000
3892,-217223.984375
3893,-160146.812500
3894,127542.718750
3895,362942.000000
3896,364762.843750
3897,383486.750000
3898,73552.968750
3899,-94873.421875
3900,249253.218750
3901,150314.484375
3902,-30168.041016
3903,-181731.921875
3904,30900.351562
3905,-160494.156250
3906,298042.531250
3907,-176428.015625
3908,11559.500977
3909,355680.593750
3910,-99035.781250
3911,-107735.101562
3912,-241735.140625
3913,132155.890625
3914,88862.882812
3915,37827.609375
3916,351158.968750
3917,334357.093750
3918,225121.562500
3919,-25387.216797
3920,-34944.128906
3921,197215.015625
3922,298301.593750
3923,-129959.351562
3924,259792.671875
3925,151432.906250
3926,-239864.015625
3927,278156.781250
3928,174184.765625
3929,-230634.687500
3930,-251305.609375
3931,-84855.421875
3932,372398.812500
3933,209276.531250
3934,372994.000000
3935,-240237.093750
3936,-199690.562500
3937,179778.421875
3938,203906.593750
3939,-87187.789062
3940,325957.312500
3941,210821.968750
3942,-92412.109375
3943,-50177.656250
3944,120139.500000
3945,-3963.207764
3946,190766.484375
3947,-16748.910156
3948,274078.750000
3949,-67449.695312
3950,-68742.210938
3951,147598.828125
3952,-272835.437500
3953,-195596.562500
3954,-74809.562500
3955,-180943.468750
3956,50377.050781
3957,187982.984375
3958,113120.625000
3959,64897.597656
3960,-178494.453125
3961,-172705.015625
3962,-210284.140625
3963,-124625.289062
3964,102474.476562
3965,302781.031250
3966,-59127.804688
3967,226236.781250
3968,326922.125000
3969,62895.914062
3970,-41473.335938
3971,-76076.750000
3972,12687.690430
3973,-284461.593750
3974,-267597.500000
3975,-36863.953125
3976,-79024.453125
3977,-99115.710938
3978,164730.718750
3979,311621.593750
3980,-15883.977539
3981,98330.382812
3982,-282110.906250
3983,-95646.078125
3984,-29659.892578
3985,281462.218750
3986,20652.873047
3987,-263867.875000
3988,170793.859375
3989,-284625.437500
3990,-314043.937500
3991,-172559.859375
3992,107391.000000
3993,-99078.140625
3994,134806.000000
3995,-122601.648438
3996,78912.773438
3997,104146.023438
3998,99037.578125
3999,-79082.960938
4000,52532.808594
4001,105726.750000
4002,-219498.125000
4003,-112533.710938
4004,-82842.710938
4005,-225226.031250
4006,-244684.546875
4007,-59876.300781
4008,-177000.984375
4009,-228951.000000
4010,-155591.015625
4011,-377925.125000
4012,-41294.015625
4013,-315188.875000
4014,182793.437500
4015,-210384.609375
4016,-311902.875000
4017,137877.015625
4018,30377.162109
4019,159549.734375
4020,-14257.104492
4021,128302.796875
4022,-15157.759766
4023,67461.828125
4024,207952.984375
4025,-240468.171875
4026,-159679.281250
4027,-269565.562500
4028,-78695.679688
4029,-394365.687500
4030,-63004.015625
4031,-101430.460938
4032,-297769.406250
4033,-36386.042969
4034,216093.218750
4035,133830.750000
4036,-105435.546875
4037,-347557.906250
4038,-36270.167969
4039,157767.484375
4040,154250.578125
4041,-215686.937500
4042,10278.314453
4043,174687.703125
4044,-348493.937500
4045,-160795.562500
4046,239391.031250
4047,58128.972656
4048,26084.841797
4049,139971.406250
4050,-366016.250000
4051,-74110.609375
4052,-153750.343750
4053,-153810.328125
4054,190586.656250
4055,267341.093750
4056,256461.484375
4057,77602.765625
4058,110506.179688
4059,137659.296875
4060,201443.546875
4061,-239260.390625
4062,186996.062500
4063,222968.796875
4064,-352422.062500
4065,220929.296875
4066,127690.789062
4067,54675.781250
4068,108970.195312
4069,216109.468750
4070,23972.353516
4071,-69212.132812
4072,180695.000000
4073,-200174.000000
4074,-224747.703125
4075,-110826.320312
4076,82850.117188
4077,9688.706055
4078,-204851.015625
4079,-138984.578125
4080,-102352.390625
4081,46383.878906
4082,132871.453125
4083,173648.453125
4084,-280271.406250
4085,215748.062500
4086,-255870.218750
4087,150315.359375
4088,9784.353516
4089,-193709.015625
4090,-140484.109375
4091,181908.953125
4092,-193473.671875
4093,-132264.359375
4094,-106897.117188
4095,-129763.554688
4096,-132227.578125
4097,-250412.296875
4098,-23645.789062
4099,-174718.796875
4100,367229.812500
4101,-21010.072266
4102,-176489.968750
4103,108343.859375
4104,163628.703125
4105,-97115.734375
4106,-174263.046875
4107,248891.015625
4108,-28643.546875
4109,-73786.117188
4110,291259.312500
4111,-7402.549316
4112,385354.218750
4113,-156185.859375
4114,-134386.828125
4115,310182.062500
4116,-121748.445312
4117,228761.859375
4118,347800.312500
4119,-230118.812500
4120,181182.625000
4121,221812.750000
4122,270995.406250
4123,-175445.515625
4124,-90169.562500
4125,115548.234375
4126,330598.593750
4127,118296.843750
4128,16281.992188
4129,387370.375000
4130,-112816.085938
4131,69375.671875
4132,57077.277344
4133,387687.031250
4134,274693.156250
4135,-79723.109375
4136,-36399.773438
4137,-119881.687500
4138,-153018.828125
4139,-232518.250000
4140,327208.718750
4141,327882.656250
4142,238269.265625
4143,236211.062500
4144,336758.562500
4145,-106873.585938
4146,71173.929688
4147,82400.695312
4148,210581.390625
4149,-145156.546875
4150,133918.093750
4151,153544.468750
4152,-178329.734375
4153,270948.593750
4154,248086.234375
4155,82764.757812
4156,35121.972656
4157,-216642.718750
4158,-127733.914062
4159,-82871.656250
4160,68945.500000
4161,352322.812500
4162,294019.312500
4163,-256246.015625
4164,306208.218750
4165,-24476.835938
4166,-19830.367188
4167,237167.671875
4168,-177613.562500
4169,-158668.843750
4170,-79526.507812
4171,-62867.105469
4172,-144187.609375
4173,311118.562500
4174,-114009.390625
4175,133847.703125
4176,255935.468750
4177,242497.765625
4178,-249148.640625
4179,287997.968750
4180,-252244.093750
4181,110906.609375
4182,188932.593750
4183,79848.234375
4184,-274765.437500
4185,-41952.707031
4186,-276359.093750
4187,327817.468750
4188,71050.265625
4189,-214291.437500
4190,-118946.468750
4191,-626.624023
4192,-265652.906250
4193,251951.187500
4194,83107.531250
4195,115973.273438
4196,-42083.328125
4197,274365.562500
4198,-59044.265625
4199,-285448.906250
4200,-278405.343750
4201,-333137.187500
4202,-163550.343750
4203,60233.156250
4204,-347854.687500
4205,17445.691406
4206,-273591.718750
4207,181571.781250
4208,-303494.656250
4209,64101.449219
4210,288366.750000
4211,109632.789062
4212,-182303.109375
4213,-227701.828125
4214,41086.574219
4215,20063.134766
4216,-302558.375000
4217,-366586.062500
4218,-377500.375000
4219,-273237.156250
4220,-355175.718750
4221,155418.421875
4222,145431.328125
4223,92551.085938
4224,-243773.609375
4225,-301191.875000
4226,-186185.187500
4227,-374315.843750
4228,208733.140625
4229,-105032.445312
4230,157230.671875
4231,-6714.087402
4232,-30773.869141
4233,212794.015625
4234,-280338.875000
4235,-265907.937500
4236,-155791.921875
4237,-23919.714844
4238,77248.875000
4239,-8604.232422
4240,-98414.671875
4241,103526.234375
4242,76355.406250
4243,-234828.500000
4244,133850.703125
4245,-84475.156250
4246,187974.984375
4247,136058.171875
4248,-100470.101562
4249,37669.609375
4250,-57374.781250
4251,-335989.687500
4252,59200.664062
4253,-100140.492188
4254,62804.734375
4255,246379.890625
4256,-133653.031250
4257,-31504.972656
4258,-309079.187500
4259,202863.984375
4260,-63751.035156
4261,-252736.406250
4262,-382556.312500
4263,-281434.562500
4264,-86210.796875
4265,36499.023438
4266,37968.414062
4267,192398.875000
4268,188498.843750
4269,-325579.968750
4270,165610.468750
4271,79794.625000
4272,-237151.437500
4273,167485.000000
4274,-176171.640625
4275,-275258.343750
4276,37003.453125
4277,-70529.718750
4278,140587.218750
4279,188663.328125
4280,143446.390625
4281,166877.953125
4282,294360.937500
4283,-96918.453125
4284,200704.359375
4285,-348295.312500
4286,56768.101562
4287,159683.843750
4288,104435.031250
4289,-1567.316284
4290,208213.140625
4291,211792.703125
4292,261341.343750
4293,-316051.468750
4294,325326.250000
4295,-183291.578125
4296,-195010.375000
4297,-33519.289062
4298,219534.531250
4299,-294361.468750
4300,81087.687500
4301,182160.125000
4302,222559.093750
4303,-19607.962891
4304,-208792.375000
4305,297005.218750
4306,-171465.734375
4307,90319.109375
4308,-174240.593750
4309,143667.109375
4310,308693.000000
4311,280641.781250
4312,-182777.562500
4313,-8308.282227
4314,-125576.265625
4315,-224811.000000
4316,-48338.683594
4317,280548.343750
4318,106778.835938
4319,-187241.265625
4320,125391.523438
4321,309073.906250
4322,191650.031250
4323,227948.984375
4324,-11315.787109
4325,-139480.328125
4326,-183086.078125
4327,158675.875000
4328,193455.046875
4329,-245329.031250
4330,-76324.023438
4331,60540.101562
4332,-112401.335938
4333,252279.093750
4334,36923.613281
4335,109310.625000
4336,123219.281250
4337,194824.328125
4338,40201.839844
4339,-12511.083984
4340,74022.734375
4341,-99980.039062
4342,105101.046875
4343,81231.484375
4344,-19372.492188
4345,-227802.281250
4346,220947.656250
4347,292303.437500
4348,119255.765625
4349,387160.062500
4350,-114617.546875
4351,124696.804688
4352,-114552.218750
4353,-229557.031250
4354,41206.785156
4355,-147625.906250
4356,167596.062500
4357,76357.695312
4358,11096.966797
4359,262706.125000
4360,-30486.310547
4361,170453.031250
4362,-117342.312500
4363,82575.968750
4364,238804.703125
4365,280068.281250
4366,-229548.984375
4367,-62941.507812
4368,-121398.109375
4369,-153641.062500
4370,75508.515625
4371,153293.218750
4372,378278.218750
4373,166954.671875
4374,-61293.687500
4375,336766.812500
4376,37111.023438
4377,101360.835938
4378,-101129.953125
4379,136283.062500
4380,-67694.132812
4381,205810.609375
4382,31404.109375
4383,-234397.062500
4384,362713.375000
4385,232480.296875
4386,-65444.421875
4387,325166.562500
4388,278274.125000
4389,-110112.390625
4390,-134001.687500
4391,92686.250000
4392,-256686.515625
4393,357703.281250
4394,-163038.578125
4395,338672.312500
4396,232576.515625
4397,-268122.656250
4398,-34164.234375
4399,-14850.633789
4400,-55634.578125
4401,-300847.562500
4402,-40444.105469
4403,-299159.968750
4404,97280.585938
4405,296110.937500
4406,-42688.695312
4407,136525.484375
4408,-250143.687500
4409,31658.628906
4410,-176991.578125
4411,-262041.015625
4412,293965.156250
4413,-275794.468750
4414,-344795.312500
4415,-214689.796875
4416,291096.062500
4417,-17461.644531
4418,-270348.343750
4419,27548.439453
4420,164574.343750
4421,-183112.453125
4422,15651.430664
4423,-92480.664062
4424,-207545.984375
4425,-133818.390625
4426,-125694.898438
4427,-215392.781250
4428,-38713.339844
4429,-275019.812500
4430,204768.250000
4431,-175630.546875
4432,179273.046875
4433,-136584.343750
4434,49242.472656
4435,197794.593750
4436,218337.093750
4437,91885.015625
4438,15923.701172
4439,-347356.843750
4440,-22406.898438
4441,258269.000000
4442,-40453.480469
4443,-180094.234375
4444,-155224.781250
4445,-69376.890625
4446,196941.921875
4447,237448.109375
4448,100166.531250
4449,-309315.875000
4450,-342979.687500
4451,-360209.343750
4452,62756.761719
4453,141140.265625
4454,169879.375000
4455,-272754.625000
4456,129020.539062
4457,-88589.945312
4458,-124825.390625
4459,-345118.593750
4460,-100455.296875
4461,-193247.609375
4462,-216040.125000
4463,12693.191406
4464,230112.312500
4465,131575.875000
4466,-217361.609375
4467,157849.625000
4468,161231.718750
4469,-382079.000000
4470,-373387.562500
4471,7771.944336
4472,-140311.406250
4473,-176099.812500
4474,-26771.505859
4475,202222.140625
4476,173993.859375
4477,157196.125000
4478,35142.722656
4479,212174.937500
4480,-139728.453125
4481,236933.593750
4482,239542.234375
4483,141262.046875
4484,-206750.375000
4485,122554.562500
4486,-337175.156250
4487,-157323.265625
4488,-237431.031250
4489,10149.424805
4490,-116650.109375
4491,212998.984375
4492,120104.703125
4493,-213753.218750
4494,247406.078125
4495,80177.656250
4496,-71455.859375
4497,-33388.011719
4498,117721.593750
4499,-272514.500000
4500,221114.390625
4501,-79362.359375
4502,-107391.234375
4503,11040.036133
4504,186831.156250
4505,64302.785156
4506,-221858.218750
4507,240118.437500
