Performance(MegaMultiply-Sums per Second)1825.837781Index,Sum
697,42131.781250
698,-408354.812500
699,422833.281250
700,284214.250000
701,-266177.750000
702,-173224.515625
703,195223.562500
704,-144565.968750
705,131131.656250
706,491742.062500
707,299445.812500
708,-193022.546875
709,-32465.929688
710,17713.777344
711,488004.093750
712,34093.531250
713,348227.968750
714,159930.062500
715,361303.750000
716,368023.187500
717,-1547.941406
718,-335886.875000
719,464960.500000
720,-392829.500000
721,344899.437500
722,-79908.148438
723,283627.343750
724,271771.031250
725,-371874.625000
726,-296832.781250
727,279475.968750
728,573836.750000
729,278802.093750
730,234309.359375
731,79328.750000
732,-407276.218750
733,-34521.265625
734,270052.843750
735,192628.609375
736,-130695.242188
737,-135784.140625
738,39399.937500
739,449925.750000
740,307279.281250
741,526187.875000
742,-80798.703125
743,-176521.750000
744,-134820.468750
745,612788.687500
746,53918.195312
747,481813.656250
748,374120.093750
749,-464045.437500
750,403995.031250
751,109228.617188
752,-49850.816406
753,-336801.562500
754,133749.421875
755,-37438.390625
756,190007.781250
757,160563.140625
758,-120971.351562
759,39541.968750
760,321463.375000
761,-70619.195312
762,-56816.839844
763,-339239.750000
764,69134.992188
765,360119.625000
766,-355954.750000
767,15101.505859
768,57922.906250
769,-74359.140625
770,-380650.375000
771,-253014.984375
772,-452453.000000
773,406576.875000
774,-507205.593750
775,-305395.250000
776,480119.875000
777,-70650.320312
778,402033.781250
779,-581856.625000
780,-603919.062500
781,-35373.171875
782,-363162.312500
783,-430288.906250
784,-225379.046875
785,-122472.500000
786,48765.234375
787,-121868.703125
788,204094.156250
789,343095.437500
790,-493709.000000
791,-50791.070312
792,-319709.906250
793,126338.515625
794,-596105.375000
795,45627.421875
796,-114116.109375
797,269279.750000
798,-432576.437500
799,135556.281250
800,-492676.000000
801,-59662.843750
802,-258172.687500
803,230045.953125
804,111702.578125
805,135186.140625
806,103590.898438
807,-190864.109375
808,73607.679688
809,-224008.718750
810,249855.046875
811,-294873.906250
812,-105779.843750
813,350809.250000
814,-40817.144531
815,276883.437500
816,-231339.984375
817,-376297.937500
818,-144615.281250
819,-213228.687500
820,-646089.937500
821,-255563.484375
822,-334341.093750
823,-639989.125000
824,-104070.601562
825,-34986.070312
826,-107108.523438
827,197680.375000
828,-138504.156250
829,-235932.437500
830,-412217.812500
831,-323367.781250
832,-100928.312500
833,197049.937500
834,248627.234375
835,-10574.475586
836,11887.602539
837,221100.000000
838,-75066.343750
839,452725.843750
840,-479467.000000
841,-423291.000000
842,-89005.390625
843,-100000.890625
844,-335523.875000
845,-253998.968750
846,-67433.796875
847,405302.250000
848,-3436.148438
849,-536021.750000
850,-326866.031250
851,57252.750000
852,-201850.859375
853,-166010.343750
854,83909.890625
855,158833.312500
856,-549940.687500
857,-136471.390625
858,102428.125000
859,-398613.093750
860,31092.023438
861,97315.312500
862,-31974.765625
863,-224379.000000
864,-407298.437500
865,243472.125000
866,-430452.500000
867,-313095.875000
868,449291.343750
869,-160434.984375
870,236129.703125
871,-103574.742188
872,296111.968750
873,-9385.328125
874,-354903.375000
875,-135992.437500
876,-237901.359375
877,347439.343750
878,67215.148438
879,55423.578125
880,-277260.906250
881,-62590.500000
882,254375.609375
883,-320298.218750
884,492614.843750
885,32534.367188
886,-203647.250000
887,272300.687500
888,144453.734375
889,151574.171875
890,-94497.226562
891,-281997.687500
892,463064.687500
893,-102160.500000
894,149203.140625
895,-550079.500000
896,-486632.843750
897,274504.750000
898,-508688.000000
899,-44954.863281
900,604821.937500
901,10590.890625
902,385334.750000
903,-334438.250000
904,527656.375000
905,-249203.031250
906,-312326.750000
907,18446.664062
908,-128962.515625
909,477259.687500
910,197054.015625
911,551425.875000
912,218793.796875
913,204158.156250
914,-281970.593750
915,242012.015625
916,279556.281250
917,-204317.531250
918,-261802.093750
919,249021.375000
920,-226098.359375
921,-127268.343750
922,-99268.578125
923,695777.625000
924,-157111.031250
925,407447.250000
926,320435.781250
927,454675.093750
928,-54589.144531
929,-224875.843750
930,335658.125000
931,99367.781250
932,392967.218750
933,525297.000000
934,-290835.468750
935,-9858.697266
936,-337813.968750
937,159284.609375
938,277538.625000
939,194934.203125
940,-296762.125000
941,-272757.000000
942,115850.468750
943,-10256.001953
944,-515485.000000
945,134507.656250
946,106097.617188
947,128085.968750
948,29289.078125
949,-138440.062500
950,-386268.843750
951,5347.875977
952,119841.906250
953,662948.625000
954,5640.689453
955,46258.515625
956,220239.593750
957,259349.625000
958,651917.812500
959,-162972.859375
960,508164.718750
961,278858.125000
962,-50001.519531
963,141143.500000
964,-295050.593750
965,-129935.890625
966,221853.625000
967,-184524.593750
968,-151079.296875
969,-37630.847656
970,393960.343750
971,256504.390625
972,339296.281250
973,357056.812500
974,-232993.078125
975,445143.062500
976,154948.234375
977,300845.562500
978,-412627.062500
979,332735.375000
980,21376.367188
981,428926.093750
982,-188072.843750
983,140188.640625
984,-290740.750000
985,-312751.250000
986,212468.718750
987,-33697.535156
988,-251955.046875
989,136786.265625
990,49574.031250
991,-549203.000000
992,-359399.906250
993,-569480.500000
994,142450.968750
995,110551.968750
996,-204622.109375
997,-111425.625000
998,24871.548828
999,106392.968750
1000,-14255.570312
1001,-26953.312500
1002,368163.062500
1003,104618.734375
1004,-397329.468750
1005,-501957.906250
1006,-330583.093750
1007,130718.710938
1008,311219.781250
1009,-10661.593750
1010,285594.281250
1011,-54180.429688
1012,-115689.289062
1013,377171.375000
1014,72599.203125
1015,-653470.750000
1016,-240781.500000
1017,31829.250000
1018,-141521.468750
1019,28602.380859
1020,-126849.726562
1021,-576123.250000
1022,-511653.656250
1023,392510.093750
1024,343726.156250
1025,-523804.312500
1026,116897.328125
1027,119993.500000
1028,-89.180176
1029,460186.500000
1030,-97412.039062
1031,-118908.101562
1032,-381542.937500
1033,241042.906250
1034,-117333.921875
1035,292087.218750
1036,-53927.796875
1037,-566830.750000
1038,-189255.296875
1039,-152974.531250
1040,-646642.812500
1041,-186361.468750
1042,-205768.437500
1043,44313.632812
1044,-70019.937500
1045,-119099.718750
1046,-460940.656250
1047,-422248.781250
1048,174456.687500
1049,-531282.500000
1050,295209.312500
1051,-165995.296875
1052,35828.007812
1053,102256.671875
1054,482712.468750
1055,535023.500000
1056,-288188.218750
1057,41935.445312
1058,323343.906250
1059,214973.968750
1060,262189.093750
1061,81341.960938
1062,-118959.859375
1063,91467.671875
1064,264093.562500
1065,262328.875000
1066,-91821.359375
1067,66519.648438
1068,-186759.687500
1069,-139746.921875
1070,61186.574219
1071,358173.031250
1072,-102352.828125
1073,-325672.593750
1074,168625.578125
1075,-363331.937500
1076,-277896.750000
1077,396611.000000
1078,549212.437500
1079,120858.312500
1080,-547876.875000
1081,377382.687500
1082,-504559.156250
1083,176835.937500
1084,342113.812500
1085,172969.500000
1086,577473.437500
1087,270839.031250
1088,-35645.417969
1089,1322.593750
1090,-87460.656250
1091,-279066.812500
1092,-177948.218750
1093,-114365.851562
1094,-5555.961914
1095,259352.703125
1096,87039.179688
1097,3111.312500
1098,33480.898438
1099,-125130.742188
1100,209332.796875
1101,361339.656250
1102,-390703.125000
1103,405802.750000
1104,-24197.935547
1105,90011.843750
1106,202333.234375
1107,356769.125000
1108,168943.234375
1109,75481.125000
1110,95289.953125
1111,193966.156250
1112,7646.094727
1113,-212572.734375
1114,-40962.960938
1115,-80345.718750
1116,131612.921875
1117,-447822.875000
1118,-9603.718750
1119,-3417.383789
1120,124952.460938
1121,168885.046875
1122,-83187.562500
1123,-80080.875000
1124,-141912.125000
1125,265297.718750
1126,-434596.218750
1127,28116.138672
1128,499573.750000
1129,160486.515625
1130,-168426.796875
1131,212684.937500
1132,214768.375000
1133,-109829.578125
1134,-460071.375000
1135,54398.613281
1136,136693.343750
1137,220701.281250
1138,-44300.718750
1139,-116813.328125
1140,90752.640625
1141,275592.437500
1142,-152764.531250
1143,-314540.750000
1144,293495.937500
1145,24770.328125
1146,-347662.031250
1147,447743.000000
1148,116905.398438
1149,-536006.937500
1150,-521281.093750
1151,70121.593750
1152,-203969.312500
1153,65208.156250
1154,92319.046875
1155,135883.187500
1156,-417707.343750
1157,359182.343750
1158,-107656.054688
1159,218738.218750
1160,296093.968750
1161,71248.140625
1162,222039.937500
1163,189782.406250
1164,-473661.031250
1165,30941.921875
1166,-233283.968750
1167,3653.532227
1168,-281450.656250
1169,-47743.406250
1170,-491316.593750
1171,-182532.234375
1172,-270170.937500
1173,514262.031250
1174,133792.265625
1175,490158.000000
1176,-508051.906250
1177,142276.406250
1178,489066.062500
1179,-5347.370117
1180,-304386.718750
1181,-85597.453125
1182,-93433.468750
1183,281728.250000
1184,-37741.726562
1185,-61357.812500
1186,216861.640625
1187,398341.437500
1188,200269.671875
1189,-34745.109375
1190,-242630.937500
1191,-187191.500000
1192,333029.468750
1193,-142410.031250
1194,174645.656250
1195,349076.968750
1196,-88286.070312
1197,-174905.296875
1198,-517175.781250
1199,-234425.515625
1200,48021.093750
1201,538737.000000
1202,-311385.125000
1203,-88912.351562
1204,36672.964844
1205,-378353.500000
1206,61502.628906
1207,-51995.453125
1208,100745.929688
1209,-77978.687500
1210,-167949.171875
1211,117605.601562
1212,307189.062500
1213,-395754.343750
1214,207061.218750
1215,-216131.984375
1216,-324849.562500
1217,62024.832031
1218,148691.687500
1219,-557368.187500
1220,-250957.593750
1221,264419.156250
1222,-139566.250000
1223,444138.843750
1224,-490357.656250
1225,242182.703125
1226,57920.914062
1227,-23561.232422
1228,-157126.406250
1229,-415797.375000
1230,-38401.289062
1231,-535852.625000
1232,-90249.023438
1233,-52927.695312
1234,12965.734375
1235,-105057.734375
1236,-21061.177734
1237,-215325.031250
1238,27706.386719
1239,35139.718750
1240,56231.195312
1241,469956.687500
1242,-339880.656250
1243,-274105.687500
1244,-502592.593750
1245,-129282.750000
1246,7781.846680
1247,-281435.437500
1248,-25064.298828
1249,43315.671875
1250,-242464.828125
1251,4305.372559
1252,-473130.531250
1253,-173158.359375
1254,-346072.468750
1255,-191488.140625
1256,-633961.687500
1257,58840.171875
1258,-480742.375000
1259,-371835.968750
1260,-229271.656250
1261,-291622.968750
1262,-204757.250000
1263,-83752.390625
1264,-50815.343750
1265,77823.125000
1266,-4861.677246
1267,-456510.031250
1268,-132697.093750
1269,-121516.125000
1270,-175571.609375
1271,56189.722656
1272,-157487.312500
1273,214460.375000
1274,-5736.098633
1275,-297486.031250
1276,-36975.750000
1277,78251.117188
1278,203374.562500
1279,-110775.187500
1280,-63441.574219
1281,-515570.500000
1282,-514910.312500
1283,107892.632812
1284,65760.476562
1285,447516.875000
1286,507466.343750
1287,163318.609375
1288,47911.382812
1289,14543.242188
1290,-443945.781250
1291,454152.750000
1292,114891.125000
1293,478157.406250
1294,187823.531250
1295,-108493.679688
1296,199537.687500
1297,161172.687500
1298,403839.750000
1299,-202408.515625
1300,578919.500000
1301,-7393.500000
1302,-211757.640625
1303,-43201.992188
1304,-28879.660156
1305,211232.718750
1306,91484.585938
1307,201747.359375
1308,-193764.156250
1309,-482768.718750
1310,-402934.968750
1311,33830.113281
1312,462210.875000
1313,544554.500000
1314,-233093.203125
1315,-230286.953125
1316,-7466.411133
1317,598343.000000
1318,457663.187500
1319,-263292.687500
1320,375676.906250
1321,124621.789062
1322,350597.125000
1323,316187.125000
1324,-49340.394531
1325,197455.343750
1326,306474.843750
1327,-497407.687500
1328,-59203.296875
1329,93157.812500
1330,-2821.337891
1331,320689.781250
1332,-320185.531250
1333,253219.984375
1334,-437827.968750
1335,245903.640625
1336,-441290.375000
1337,135179.281250
1338,-131975.062500
1339,23307.882812
1340,362226.812500
1341,69502.531250
1342,382878.812500
1343,-120573.609375
1344,-117049.148438
1345,107412.031250
1346,322592.906250
1347,265301.093750
1348,454176.937500
1349,10205.070312
1350,147124.312500
1351,66570.945312
1352,-170230.765625
1353,-240416.093750
1354,213130.812500
1355,319870.437500
1356,-409800.468750
1357,-220488.500000
1358,626942.625000
1359,14426.923828
1360,414134.343750
1361,333581.406250
1362,141024.859375
1363,110421.039062
1364,-15258.062500
1365,87164.875000
1366,140752.078125
1367,179676.750000
1368,-319745.125000
1369,-354706.718750
1370,525337.000000
1371,-17500.066406
1372,350388.093750
1373,-268576.468750
1374,42500.539062
1375,-184327.890625
1376,-220605.390625
1377,-335906.531250
1378,-394970.750000
1379,241001.375000
1380,16330.296875
1381,-181990.625000
1382,212369.531250
1383,57944.492188
1384,439003.218750
1385,228748.921875
1386,27950.017578
1387,279391.250000
1388,123759.125000
1389,149935.250000
1390,-312784.437500
1391,-376349.687500
1392,320434.500000
1393,101830.375000
1394,309001.156250
1395,139455.156250
1396,440127.093750
1397,282207.843750
1398,-100033.898438
1399,-328390.875000
1400,-425981.125000
1401,-198891.250000
1402,70530.546875
1403,248423.500000
1404,-120659.664062
1405,418303.500000
1406,118543.843750
1407,-393678.093750
1408,521547.562500
1409,130214.906250
1410,60653.519531
1411,-239628.968750
1412,-69538.031250
1413,464108.781250
1414,103403.273438
1415,34913.058594
1416,-153779.656250
1417,349001.375000
1418,127271.289062
1419,103324.445312
1420,-6379.367188
1421,364370.375000
1422,45244.828125
1423,-259475.968750
1424,-314241.875000
1425,-11108.316406
1426,1496.137695
1427,147269.296875
1428,-15987.392578
1429,-264314.437500
1430,-70884.109375
1431,38361.210938
1432,-300876.406250
1433,-259969.359375
1434,-178348.218750
1435,-220696.921875
1436,-291325.656250
1437,221641.531250
1438,229661.281250
1439,-223598.343750
1440,-167914.468750
1441,-212328.125000
1442,194461.843750
1443,201467.593750
1444,181797.468750
1445,-107485.718750
1446,-106375.703125
1447,-353183.687500
1448,217939.765625
1449,-430546.750000
1450,221372.421875
1451,365536.187500
1452,323022.781250
1453,102311.875000
1454,-374471.343750
1455,-105006.210938
1456,-127642.250000
1457,-5959.703125
1458,76651.609375
1459,-111899.375000
1460,265759.062500
1461,-58052.000000
1462,-12148.564453
1463,-43272.066406
1464,3006.563965
1465,-104807.859375
1466,-192088.484375
1467,-564682.250000
1468,-5981.766602
1469,-158300.562500
1470,-46251.031250
1471,100226.312500
1472,88532.437500
1473,-402079.906250
1474,-115327.265625
1475,325987.250000
1476,68017.531250
1477,-86070.375000
1478,321676.625000
1479,-137187.359375
1480,438562.500000
1481,-46845.503906
1482,-75677.539062
1483,-365814.718750
1484,267281.187500
1485,-290304.531250
1486,-294546.968750
1487,201746.046875
1488,-388714.500000
1489,296.968750
1490,3618.514648
1491,392150.812500
1492,-414625.781250
1493,-260024.812500
1494,-177557.750000
1495,32125.828125
1496,-320963.281250
1497,32620.828125
1498,-9479.686523
1499,98141.562500
1500,193447.671875
1501,528369.937500
1502,-486166.625000
1503,-237392.687500
1504,300860.625000
1505,437340.468750
1506,231857.218750
1507,152330.593750
1508,190087.640625
1509,-285900.500000
1510,131920.156250
1511,287186.125000
1512,-163.671875
1513,241123.531250
1514,219364.812500
1515,-259926.546875
1516,-440845.250000
1517,165731.281250
1518,127236.187500
1519,-541226.750000
1520,195552.406250
1521,-80003.000000
1522,-121942.445312
1523,39699.179688
1524,121800.960938
1525,580710.687500
1526,-241416.656250
1527,-457088.968750
1528,-163191.125000
1529,-162606.343750
1530,-354492.437500
1531,-60688.609375
1532,296668.375000
1533,-350309.093750
1534,417122.468750
1535,413692.468750
1536,91104.304688
1537,-135592.750000
1538,-321512.937500
1539,310667.781250
1540,378180.218750
1541,339170.906250
1542,-46464.863281
1543,-179898.781250
1544,-293437.250000
1545,454647.187500
1546,26886.648438
1547,-170616.843750
1548,-133845.843750
1549,-251336.812500
1550,43533.164062
1551,304147.250000
1552,274568.406250
1553,220528.593750
1554,469966.281250
1555,-276880.937500
1556,102264.117188
1557,-53622.093750
1558,122378.875000
1559,320692.281250
1560,263612.562500
1561,294223.125000
1562,-22637.076172
1563,-279209.312500
1564,-272135.312500
1565,-263301.187500
1566,133069.734375
1567,-153224.781250
