Performance(MegaMultiply-Sums per Second)1825.837781Index,Sum
5580,-286278.687500
5581,-539081.875000
5582,-48451.714844
5583,-193838.109375
5584,-239774.265625
5585,-158427.546875
5586,-100649.843750
5587,-227014.437500
5588,-219076.015625
5589,130995.218750
5590,-390033.437500
5591,-122748.265625
5592,-238778.546875
5593,-64404.671875
5594,-216172.546875
5595,-367430.125000
5596,-181518.937500
5597,103255.031250
5598,-149174.281250
5599,15344.186523
5600,-349320.968750
5601,-374236.156250
5602,235909.671875
5603,11916.799805
5604,-92983.203125
5605,269811.562500
5606,34733.332031
5607,-200036.406250
5608,-58350.539062
5609,-170229.937500
5610,98495.921875
5611,107652.937500
5612,25088.859375
5613,-416852.906250
5614,-84594.023438
5615,-285720.125000
5616,63539.250000
5617,415675.750000
5618,-17577.322266
5619,-266944.593750
5620,37755.351562
5621,3080.218750
5622,-234136.343750
5623,47808.789062
5624,281879.375000
5625,407821.875000
5626,302455.125000
5627,464019.687500
5628,296914.062500
5629,-442784.000000
5630,-357703.437500
5631,23929.390625
5632,-171415.218750
5633,377099.875000
5634,-104804.070312
5635,-135121.593750
5636,480097.375000
5637,-97659.000000
5638,76019.406250
5639,15224.949219
5640,33793.367188
5641,69724.523438
5642,124179.335938
5643,-130566.085938
5644,63819.687500
5645,158782.250000
5646,55896.679688
5647,581720.375000
5648,-145774.562500
5649,92897.265625
5650,133875.765625
5651,-224682.812500
5652,405011.906250
5653,-295769.187500
5654,362452.625000
5655,-462981.562500
5656,-200224.953125
5657,246522.312500
5658,-450842.031250
5659,-71413.171875
5660,133750.468750
5661,642800.875000
5662,253361.656250
5663,139003.078125
5664,-118160.515625
5665,-83381.960938
5666,363898.906250
5667,29817.732422
5668,369281.968750
5669,192298.890625
5670,139788.828125
5671,225882.593750
5672,-287891.468750
5673,254469.718750
5674,-103668.773438
5675,87631.804688
5676,177712.406250
5677,117417.265625
5678,200354.984375
5679,511823.281250
5680,409436.187500
5681,23841.968750
5682,407580.562500
5683,-420895.843750
5684,437335.875000
5685,-3889.937500
5686,405516.281250
5687,208899.078125
5688,22824.203125
5689,452684.750000
5690,55234.363281
5691,193313.375000
5692,-16894.929688
5693,50222.781250
5694,-96980.226562
5695,73080.773438
5696,104179.609375
5697,376292.312500
5698,128097.359375
5699,-144732.734375
5700,119950.648438
5701,-456459.625000
5702,257070.375000
5703,26461.890625
5704,-226238.265625
5705,413448.218750
5706,-318680.468750
5707,-50728.367188
5708,103424.609375
5709,413644.812500
5710,-447382.375000
5711,219369.953125
5712,385640.625000
5713,79743.062500
5714,240702.125000
5715,70709.992188
5716,363141.687500
5717,349723.187500
5718,247033.046875
5719,18849.388672
5720,158558.625000
5721,97596.578125
5722,-144982.218750
5723,110647.554688
5724,-82324.867188
5725,-297579.968750
5726,81272.984375
5727,-402782.218750
5728,164686.703125
5729,36889.109375
5730,-390913.968750
5731,-19383.964844
5732,-356920.812500
5733,-200377.781250
5734,439964.656250
5735,-328615.687500
5736,-233860.531250
5737,-27422.281250
5738,-199483.671875
5739,-25050.972656
5740,-384563.812500
5741,65923.906250
5742,-22203.300781
5743,-143070.781250
5744,476378.875000
5745,-431213.562500
5746,-181186.421875
5747,-278314.593750
5748,467364.687500
5749,298257.125000
5750,330407.125000
5751,258505.421875
5752,50872.339844
5753,263048.250000
5754,-452006.312500
5755,-103696.015625
5756,104825.625000
5757,254614.546875
5758,-252092.156250
5759,-136148.671875
5760,-202445.937500
5761,-198120.968750
5762,-27291.189453
5763,-127160.468750
5764,226202.453125
5765,-529844.062500
5766,166918.484375
5767,-487015.656250
5768,-123945.265625
5769,364179.625000
5770,-105821.976562
5771,52307.507812
5772,482005.281250
5773,84769.953125
5774,84549.281250
5775,-431883.468750
5776,56078.378906
5777,-270695.593750
5778,-55220.046875
5779,-450393.875000
5780,-279880.218750
5781,7393.062500
5782,-289800.000000
5783,264355.187500
5784,-387823.843750
5785,93994.148438
5786,-182759.718750
5787,-233612.687500
5788,-25656.134766
5789,-186812.625000
5790,-200697.531250
5791,41134.832031
5792,26233.751953
5793,-3561.203125
5794,395313.125000
5795,-424480.843750
5796,-131108.687500
5797,-241986.796875
5798,160643.843750
5799,-139226.328125
5800,-318007.187500
5801,393393.125000
5802,-307045.687500
5803,-536222.187500
5804,-113823.015625
5805,159574.906250
5806,461556.500000
5807,163085.937500
5808,-138436.546875
5809,-173760.437500
5810,-524448.750000
5811,-47350.781250
5812,-266955.656250
5813,-324285.562500
5814,149514.140625
5815,6413.319336
5816,12302.371094
5817,-666742.625000
5818,-650288.437500
5819,-23295.996094
5820,-332639.093750
5821,322265.062500
5822,-183975.203125
5823,-78680.750000
5824,-133223.328125
5825,-496380.625000
5826,41826.484375
5827,-211115.765625
5828,-192799.937500
5829,-182244.468750
5830,-207266.375000
5831,288197.031250
5832,-18153.812500
5833,97244.156250
5834,99462.171875
5835,13387.114258
5836,193593.343750
5837,-55995.671875
5838,-345013.812500
5839,392709.000000
5840,-161997.187500
5841,425931.500000
5842,-163870.578125
5843,-50258.195312
5844,59959.097656
5845,89418.929688
5846,654777.625000
5847,53672.890625
5848,-232295.296875
5849,-320768.000000
5850,52057.050781
5851,-4509.989258
5852,-133278.578125
5853,418733.937500
5854,-42364.906250
5855,-107546.257812
5856,293879.562500
5857,-162675.609375
5858,-25488.687500
5859,-178292.968750
5860,-65498.902344
5861,124586.359375
5862,423221.343750
5863,-246444.671875
5864,261715.171875
5865,156004.296875
5866,55552.179688
5867,177617.281250
5868,479141.906250
5869,338674.687500
5870,138636.234375
5871,-296217.000000
5872,-40054.316406
5873,50377.218750
5874,-212819.562500
5875,-133489.750000
5876,254576.046875
5877,23814.687500
5878,240021.203125
5879,292456.375000
5880,-73066.140625
5881,127301.640625
5882,-177221.859375
5883,615649.687500
5884,-41588.421875
5885,37251.554688
5886,402299.718750
5887,325440.718750
5888,266573.375000
5889,-127850.312500
5890,-33933.273438
5891,-341564.593750
5892,85057.078125
5893,-280418.531250
5894,54973.273438
5895,412103.656250
5896,609915.937500
5897,-60686.082031
5898,-209770.796875
5899,-199769.500000
5900,-274670.875000
5901,-349817.468750
5902,-252888.718750
5903,65356.269531
5904,177717.843750
5905,527524.500000
5906,51292.453125
5907,-42764.496094
5908,513399.750000
5909,231904.078125
5910,537123.187500
5911,-28629.662109
5912,334714.312500
5913,-274560.375000
5914,-82662.195312
5915,24307.738281
5916,-22475.042969
5917,-214836.375000
5918,-31507.019531
5919,322161.000000
5920,69264.453125
5921,-222355.656250
5922,387502.156250
5923,-56233.441406
5924,158363.781250
5925,399557.937500
5926,-31283.234375
5927,-93763.093750
5928,-127627.109375
5929,116750.945312
5930,245997.687500
5931,5703.863281
5932,-285837.093750
5933,141999.484375
5934,-335823.250000
5935,-367074.093750
5936,-178442.812500
5937,429967.750000
5938,110485.531250
5939,594046.750000
5940,-233566.390625
5941,176582.281250
5942,-43503.582031
5943,-337161.562500
5944,157383.781250
5945,-447300.687500
5946,-346734.375000
5947,359873.312500
5948,26090.769531
5949,-372346.281250
5950,214475.375000
5951,-339732.062500
5952,48472.875000
5953,-178825.234375
5954,-229829.500000
5955,50737.390625
5956,137707.015625
5957,-5589.203125
5958,282008.750000
5959,-174287.312500
5960,216897.937500
5961,161476.390625
5962,417430.656250
5963,54596.289062
5964,-462397.125000
5965,183062.812500
5966,-184294.140625
5967,-138508.625000
5968,-404130.718750
5969,344700.656250
5970,72024.242188
5971,174232.078125
5972,259114.921875
5973,82411.531250
5974,220345.640625
5975,34654.210938
5976,-81418.843750
5977,1169.664062
5978,-322210.375000
5979,-92816.421875
5980,242500.921875
5981,-392760.187500
5982,80131.695312
5983,153022.781250
5984,-54083.273438
5985,259289.500000
5986,-90076.960938
5987,-607865.187500
5988,-63151.933594
5989,-250192.281250
5990,426509.218750
5991,-173857.343750
5992,-128517.781250
5993,165699.281250
5994,-13216.386719
5995,-156784.218750
5996,-324117.468750
5997,123338.046875
5998,120045.953125
5999,224912.156250
6000,178026.531250
6001,-411801.500000
6002,191032.484375
6003,-193824.015625
6004,-316853.312500
6005,-537695.000000
6006,-227932.453125
6007,-257936.640625
6008,-470775.312500
6009,237178.968750
6010,4598.365723
6011,-432930.437500
6012,85494.507812
6013,-237973.812500
6014,-195187.156250
6015,-389111.937500
6016,-543270.062500
6017,73124.968750
6018,19909.046875
6019,28939.265625
6020,204393.906250
6021,112515.593750
6022,-189184.625000
6023,-429717.750000
6024,373286.312500
6025,-435992.312500
6026,-71908.750000
6027,-103933.078125
6028,-85370.851562
6029,-342075.500000
6030,-181674.750000
6031,217005.406250
6032,316024.187500
6033,9070.820312
6034,-85396.257812
6035,453556.812500
6036,-379490.000000
6037,-175885.343750
6038,-338965.156250
6039,77229.218750
6040,-528445.125000
6041,-30255.906250
6042,-21507.093750
6043,149453.343750
6044,307974.250000
6045,70438.218750
6046,-368254.812500
6047,-181379.312500
6048,221435.390625
6049,115564.343750
6050,-125530.203125
6051,-9756.488281
6052,177442.296875
6053,312776.625000
6054,464154.562500
6055,-27053.808594
6056,-112709.351562
6057,382950.125000
6058,-138762.625000
6059,-579098.375000
6060,-31453.144531
6061,-269755.281250
6062,105673.007812
6063,579452.625000
6064,-16469.400391
6065,211055.875000
6066,7524.836914
6067,543906.875000
6068,-381747.625000
6069,-80501.835938
6070,222486.687500
6071,288597.750000
6072,213407.406250
6073,-425209.312500
6074,125571.585938
6075,-118983.601562
6076,287178.843750
6077,482031.468750
6078,332578.750000
6079,495246.468750
6080,-82547.164062
6081,-64318.867188
6082,-110003.601562
6083,-87551.750000
6084,-255447.531250
6085,39748.332031
6086,-275213.281250
6087,-73807.203125
6088,-139067.703125
6089,15230.140625
6090,56250.406250
6091,190016.343750
6092,219661.140625
6093,-47270.625000
6094,152358.203125
6095,41277.734375
6096,-228145.359375
6097,30354.347656
6098,-126302.468750
6099,-343105.312500
6100,-127110.343750
6101,-117142.500000
6102,481794.093750
6103,226429.171875
6104,252464.562500
6105,44367.234375
6106,-261989.468750
6107,173634.156250
6108,86655.406250
6109,233190.484375
6110,128718.437500
6111,58444.421875
6112,116396.570312
6113,-300792.625000
6114,452052.031250
6115,-239369.406250
6116,82458.929688
6117,-240879.593750
6118,226283.859375
6119,305196.656250
6120,379350.000000
6121,442294.812500
6122,44078.613281
6123,54226.683594
6124,364805.906250
6125,-92308.609375
6126,-260044.953125
6127,-31498.085938
6128,304069.812500
6129,-50600.164062
6130,259535.156250
6131,80509.218750
6132,584770.125000
6133,-199703.531250
6134,97177.609375
6135,-179692.406250
6136,18523.248047
6137,-222543.171875
6138,19623.136719
6139,535854.187500
6140,-296472.093750
6141,612291.500000
6142,503358.968750
6143,230690.875000
6144,494060.937500
6145,-384632.218750
6146,40864.734375
6147,-458433.500000
6148,-223176.765625
6149,579669.500000
6150,21438.843750
6151,79074.468750
6152,318918.875000
6153,-269684.468750
6154,128427.710938
6155,160055.890625
6156,-490287.906250
6157,568543.875000
6158,113757.890625
6159,-173637.937500
6160,-379464.437500
6161,-89330.062500
6162,-25355.656250
6163,205421.234375
6164,78894.312500
6165,-150728.968750
6166,92736.164062
6167,-332147.843750
6168,10156.020508
6169,-189903.187500
6170,323738.468750
6171,-134436.125000
6172,613953.625000
6173,325764.500000
6174,-285375.218750
6175,129812.398438
6176,-591236.062500
6177,-58872.125000
6178,-232274.906250
6179,-34484.109375
6180,89845.070312
6181,-282226.156250
6182,-144462.093750
6183,194651.625000
6184,-135663.250000
6185,-35412.546875
6186,-576.543945
6187,398530.875000
6188,67214.968750
6189,314084.125000
6190,-128052.070312
6191,390398.281250
6192,-301531.593750
6193,-153537.718750
6194,-126387.281250
6195,-207332.562500
6196,-77300.890625
6197,181403.531250
6198,-404054.718750
6199,-216354.734375
6200,144365.921875
6201,-49190.257812
6202,-6920.052734
6203,353064.531250
6204,289092.406250
6205,50073.226562
6206,-17062.472656
6207,259501.515625
6208,-116727.914062
6209,280151.406250
6210,-484679.343750
6211,447374.531250
6212,-294984.593750
6213,-327382.312500
6214,453873.812500
6215,303758.593750
6216,-109280.921875
6217,-42980.140625
6218,-677337.250000
6219,50924.992188
6220,-127899.132812
6221,159028.281250
6222,-401631.562500
6223,-125125.742188
6224,2796.544922
6225,-303550.781250
6226,87840.007812
6227,-138787.875000
6228,-247035.468750
6229,362929.093750
6230,-302665.500000
6231,132325.093750
6232,-387424.187500
6233,-31245.578125
6234,-307058.812500
6235,-378276.500000
6236,-476344.031250
6237,437116.562500
6238,-381797.250000
6239,-208148.359375
6240,-357133.312500
6241,-397597.187500
6242,-246290.875000
6243,385018.093750
6244,-146527.593750
6245,281331.250000
6246,-42832.910156
6247,61942.500000
6248,-58960.808594
6249,451565.312500
6250,-284511.250000
6251,-354966.062500
6252,26953.601562
6253,-214597.750000
6254,-197307.937500
6255,367425.187500
6256,-159759.890625
6257,18235.093750
6258,-531503.437500
6259,163576.984375
6260,-150935.875000
6261,542452.375000
6262,58361.992188
6263,8224.940430
6264,264336.343750
6265,-375094.812500
6266,36699.289062
6267,-202007.437500
6268,350785.718750
6269,191706.265625
6270,85752.046875
6271,-236383.328125
6272,-294631.875000
6273,94780.281250
6274,273587.906250
6275,442974.000000
6276,429796.531250
6277,50392.703125
6278,311350.812500
6279,-309815.906250
6280,138334.265625
6281,143325.984375
6282,136341.921875
6283,297290.000000
6284,-413482.593750
6285,138606.078125
6286,-268306.156250
6287,-62166.531250
6288,488103.937500
6289,42879.613281
6290,51093.335938
6291,-351098.750000
6292,417809.125000
6293,-494916.375000
6294,-237375.921875
6295,-49598.070312
6296,-106176.781250
6297,528668.500000
6298,-384931.218750
6299,-252393.968750
6300,207765.109375
6301,-122159.500000
6302,235446.875000
6303,-50104.421875
6304,299210.187500
6305,-69535.406250
6306,129684.789062
6307,-70429.281250
6308,34436.703125
6309,46803.937500
6310,223749.140625
6311,91848.390625
6312,-51188.503906
6313,374462.875000
6314,152232.078125
6315,-118305.343750
6316,-436665.468750
6317,-523732.250000
6318,-148296.890625
6319,1767.536133
6320,609001.312500
6321,264042.500000
6322,-34593.519531
6323,-50024.125000
6324,322729.812500
6325,-32740.710938
6326,387315.125000
6327,-143304.734375
6328,258697.031250
6329,-229860.062500
6330,311892.937500
6331,-424539.406250
6332,415315.500000
6333,72903.640625
6334,261309.328125
6335,48690.316406
6336,-255952.906250
6337,-6227.367188
6338,-209774.734375
6339,143255.109375
6340,-188884.359375
6341,27653.578125
6342,329428.343750
6343,134758.093750
6344,172410.171875
6345,-128017.867188
6346,39201.773438
6347,-507765.531250
6348,341513.406250
6349,49212.289062
6350,-19431.812500
6351,571759.750000
6352,147648.000000
6353,524922.000000
6354,-60987.492188
6355,75277.390625
6356,454029.250000
6357,79213.812500
6358,-322433.468750
6359,312221.656250
6360,512122.906250
6361,335587.968750
6362,96589.328125
6363,96901.289062
6364,-264247.468750
6365,116787.703125
6366,-334035.750000
6367,478861.437500
6368,367814.031250
6369,-193744.312500
6370,-361163.625000
6371,-224369.546875
6372,-310135.093750
6373,483775.062500
6374,51516.835938
6375,145761.421875
6376,-372757.062500
6377,-19740.593750
6378,65176.070312
6379,-312343.281250
6380,-288860.718750
6381,-440985.312500
6382,45145.898438
6383,472606.718750
6384,-214916.125000
6385,113577.265625
6386,121067.195312
6387,-263368.812500
6388,412943.593750
6389,6514.312500
6390,-19095.824219
6391,-76201.320312
6392,-110502.109375
6393,10605.250000
6394,-381622.812500
6395,241532.781250
6396,255987.062500
6397,-3758.593750
6398,7742.843750
6399,411885.687500
6400,516696.687500
6401,-351921.218750
6402,176473.703125
6403,215973.750000
6404,-381190.062500
6405,-49510.949219
6406,68665.000000
6407,-263219.187500
6408,-139663.843750
6409,-497408.625000
6410,-89222.062500
6411,320281.437500
6412,112783.742188
6413,-357388.937500
6414,-53475.660156
6415,-121582.085938
6416,231550.593750
6417,-376047.406250
6418,23127.558594
6419,-19838.494141
6420,-170358.875000
6421,-38822.136719
6422,-246795.000000
6423,57879.859375
6424,211303.750000
6425,-84792.875000
6426,213795.640625
6427,-422302.656250
6428,137468.781250
6429,-236963.406250
6430,-408046.031250
6431,-349017.187500
6432,-47419.382812
6433,-212921.687500
6434,-29529.388672
6435,-449690.968750
6436,-399570.343750
6437,248760.218750
6438,526808.750000
6439,-114500.890625
6440,-236889.531250
6441,-127680.359375
6442,-77878.570312
6443,32453.228516
6444,-662720.937500
6445,54748.468750
6446,237710.109375
6447,224177.671875
6448,-460378.906250
6449,313330.218750
6450,-187750.875000
6451,-130232.585938
6452,-310144.281250
6453,100912.156250
6454,-554232.812500
6455,-8053.992188
6456,62504.886719
6457,464304.437500
6458,-118535.070312
6459,-381158.281250
6460,155840.843750
6461,49206.000000
6462,-25186.042969
6463,-22534.011719
6464,-326605.250000
6465,-152994.390625
6466,137144.921875
6467,-209095.078125
6468,210808.031250
6469,-61028.457031
6470,-494578.937500
6471,232996.750000
6472,168124.718750
6473,-134291.906250
6474,-258091.453125
6475,-15973.241211
6476,-161425.687500
6477,-246131.062500
6478,206890.250000
6479,-339962.343750
6480,368847.843750
6481,106209.671875
6482,281678.812500
6483,469488.718750
6484,183816.468750
6485,-67581.242188
6486,2250.124023
6487,317184.125000
6488,-73982.335938
6489,38750.093750
6490,-110104.507812
6491,-76273.468750
6492,368549.187500
6493,-445663.312500
6494,-30440.078125
6495,-154296.890625
6496,-30532.421875
6497,-4165.328125
6498,-228903.406250
6499,307233.562500
6500,20010.718750
6501,85800.953125
6502,292236.312500
6503,-296486.093750
6504,-87518.296875
6505,135873.703125
6506,252414.750000
6507,6695.251465
6508,-54817.933594
6509,322154.500000
6510,317607.437500
6511,205716.828125
6512,60831.089844
6513,185066.750000
6514,-468417.000000
6515,56664.210938
6516,249071.468750
6517,-485101.437500
6518,486447.781250
6519,278963.062500
6520,222185.156250
6521,-302056.250000
6522,175823.625000
6523,-79198.585938
6524,151390.562500
6525,136178.203125
6526,-202845.359375
6527,-379090.843750
6528,474982.125000
6529,-231938.140625
6530,-33892.437500
6531,355783.750000
6532,201306.187500
6533,-189859.625000
6534,-426281.843750
6535,-195466.828125
6536,405105.906250
6537,53165.628906
6538,-250177.109375
6539,-130148.226562
6540,83063.820312
6541,92545.929688
6542,-274564.093750
6543,-38932.078125
6544,-165089.906250
6545,-285174.906250
6546,-384834.718750
6547,-392880.093750
6548,31981.287109
6549,303326.937500
6550,569092.562500
6551,423692.187500
6552,111537.703125
6553,-270283.281250
6554,-35273.238281
6555,440859.187500
6556,232225.218750
6557,-207190.156250
6558,243402.609375
6559,-303786.437500
6560,171825.875000
6561,12433.265625
6562,426254.750000
6563,-27325.888672
6564,647399.250000
6565,199679.609375
6566,23479.937500
6567,129066.953125
6568,-200214.078125
6569,-341823.281250
6570,480311.906250
6571,95891.492188
6572,-66312.734375
6573,-57511.656250
6574,268194.843750
6575,317282.093750
6576,-299549.625000
6577,-107110.859375
6578,-57996.410156
6579,-542125.750000
6580,-194289.296875
6581,-208457.656250
6582,-102620.265625
6583,14529.560547
6584,66653.421875
6585,-107328.085938
6586,501308.968750
6587,-324389.968750
6588,-22196.919922
6589,-223007.062500
6590,200247.234375
6591,-150996.156250
6592,41253.675781
6593,-363919.625000
6594,-301008.718750
6595,-185207.750000
6596,-16653.884766
6597,-231440.609375
6598,-324539.562500
6599,-358758.718750
6600,278514.625000
6601,302231.281250
6602,57087.734375
6603,523075.937500
6604,-48226.824219
6605,245909.000000
6606,-123830.250000
6607,57118.742188
6608,-334706.375000
6609,-732.640625
6610,58491.261719
6611,-38996.089844
6612,-174078.750000
6613,82924.531250
6614,-429511.343750
6615,338250.375000
6616,-53656.386719
6617,-70713.406250
6618,-112600.179688
6619,-157034.640625
6620,199209.000000
6621,132081.937500
6622,-66933.953125
6623,-114463.304688
6624,-202066.625000
6625,217870.562500
6626,201062.921875
6627,-67218.546875
6628,119319.718750
6629,-296651.531250
6630,-44996.136719
6631,-31983.707031
6632,41469.207031
6633,169829.750000
6634,187898.921875
6635,-199990.265625
6636,-80228.789062
6637,21122.703125
6638,442377.937500
6639,31301.417969
6640,-211942.750000
6641,-20924.242188
6642,109247.234375
6643,229209.484375
6644,-225489.375000
6645,-568661.250000
6646,8033.163086
6647,86815.195312
6648,-339009.000000
6649,299976.781250
6650,29516.441406
6651,-170010.968750
6652,-279596.500000
6653,-407776.718750
6654,-321924.687500
6655,-348273.218750
6656,-200848.093750
6657,66029.414062
6658,-156337.859375
6659,-200495.156250
6660,-253679.656250
6661,-135106.187500
6662,-351611.375000
6663,108367.570312
6664,-18110.187500
6665,20391.843750
6666,-130000.531250
6667,414891.875000
6668,-340839.750000
6669,-358458.468750
6670,-73989.953125
6671,355187.812500
6672,-536284.562500
6673,-237550.515625
6674,254895.109375
6675,2411.458984
6676,-130439.500000
6677,11493.406250
6678,-370683.187500
6679,-129268.789062
6680,377373.468750
6681,99678.218750
6682,-351407.031250
6683,-111185.679688
6684,-62335.160156
6685,93882.007812
6686,337520.156250
6687,-421066.750000
6688,-214490.203125
6689,-572666.562500
6690,-277018.562500
6691,-604804.750000
6692,52921.242188
6693,54073.503906
6694,-539201.875000
6695,-324242.937500
6696,274566.687500
6697,-110391.687500
6698,43332.820312
6699,258775.593750
6700,224724.390625
6701,41839.250000
6702,160520.250000
6703,-178395.000000
6704,638054.750000
6705,-98529.625000
6706,-39617.515625
6707,-422960.281250
6708,356238.968750
6709,-48743.625000
6710,108655.031250
6711,-384940.437500
6712,-76896.093750
6713,-279071.625000
6714,-57380.488281
6715,103641.492188
6716,273092.750000
6717,309176.656250
6718,93264.406250
6719,81071.031250
6720,18767.839844
6721,-189764.390625
6722,256090.031250
6723,32341.722656
6724,298572.656250
6725,86297.828125
6726,32926.210938
6727,224424.875000
6728,-291331.812500
6729,-201115.640625
6730,-359942.562500
6731,448340.718750
6732,2512.758301
6733,-470036.687500
6734,314114.156250
6735,-198787.500000
6736,-8725.910156
6737,235128.328125
6738,-42709.683594
6739,-58783.550781
6740,144916.078125
6741,-4294.750000
6742,-198707.453125
6743,-142288.406250
6744,88365.640625
6745,125550.531250
6746,217801.421875
6747,53491.859375
6748,93758.046875
6749,-524392.500000
6750,432289.312500
6751,-434161.718750
6752,108328.515625
6753,719960.625000
6754,-112672.007812
6755,344267.437500
6756,350060.718750
6757,-324543.250000
6758,55947.031250
6759,-23149.322266
6760,366797.250000
6761,440904.000000
6762,232495.531250
6763,-516890.812500
6764,34547.640625
6765,345666.000000
6766,-445503.125000
6767,355357.218750
6768,83326.273438
6769,-51704.812500
6770,306838.781250
6771,71081.812500
6772,98788.195312
6773,251560.281250
6774,301994.562500
6775,493250.531250
6776,639121.437500
6777,375400.625000
6778,-304244.812500
6779,-197783.343750
6780,93830.078125
6781,172636.515625
6782,196133.718750
6783,373974.750000
6784,371211.125000
6785,-280422.937500
6786,-323723.500000
6787,370307.875000
6788,74592.953125
6789,623634.125000
6790,-469679.031250
6791,-160136.156250
6792,446017.406250
6793,540221.375000
6794,81092.664062
6795,-159654.125000
6796,30204.421875
6797,123884.343750
6798,-268064.718750
6799,242142.937500
6800,-389602.718750
6801,274305.687500
6802,493097.093750
6803,-345557.593750
6804,420971.968750
6805,-451845.125000
6806,71954.851562
6807,166362.671875
6808,-554411.250000
6809,181023.125000
6810,-334887.531250
6811,-416481.000000
6812,356540.562500
6813,-213814.125000
6814,279016.437500
6815,358761.718750
6816,485166.937500
6817,355991.000000
6818,105176.039062
6819,-545494.875000
6820,85214.031250
6821,-521750.656250
6822,-170393.984375
6823,113744.968750
6824,101547.867188
6825,169543.468750
6826,172220.296875
6827,88231.054688
6828,434983.937500
6829,-115321.226562
6830,86821.367188
6831,256860.609375
6832,-99072.875000
6833,-191328.296875
6834,-10552.421875
6835,-269188.531250
6836,115271.242188
6837,37849.382812
6838,148649.921875
6839,-507670.562500
6840,-311255.687500
6841,-17649.019531
6842,-502932.468750
6843,265321.375000
6844,375172.000000
6845,-365956.812500
6846,254948.000000
6847,-34306.851562
6848,178453.343750
6849,269578.531250
6850,-282819.875000
6851,299585.843750
6852,-297947.750000
6853,26733.398438
6854,-220838.078125
6855,-191325.828125
6856,246174.500000
6857,115245.953125
6858,207845.375000
6859,122167.171875
6860,-248080.046875
6861,-18409.359375
6862,-92954.648438
6863,-74396.750000
6864,-259739.453125
6865,-170253.156250
6866,-330032.718750
6867,-594729.875000
6868,124097.007812
6869,-47202.031250
6870,284802.687500
6871,-227169.546875
6872,-57905.039062
6873,239655.312500
6874,-187399.671875
6875,124314.671875
6876,-395654.062500
6877,-260154.968750
6878,-287263.156250
6879,-305138.687500
6880,-200685.296875
6881,-285512.375000
6882,-349084.437500
6883,-294947.593750
6884,-485832.937500
6885,-489866.312500
6886,61579.007812
6887,-141769.390625
6888,383735.125000
6889,-193722.234375
6890,505625.281250
6891,-148983.953125
6892,-245137.687500
6893,95929.375000
6894,-259438.250000
6895,7890.928711
6896,-246562.546875
6897,245692.312500
6898,276584.625000
6899,-313937.906250
6900,66055.882812
6901,111884.515625
6902,-428751.375000
6903,326500.375000
6904,29445.695312
6905,28808.484375
6906,-26110.523438
6907,-1629.923828
6908,122118.914062
6909,109202.078125
6910,205892.531250
6911,-21755.117188
6912,370598.562500
6913,259066.875000
6914,-317787.468750
6915,-361661.656250
6916,125068.109375
6917,-289514.562500
6918,85487.828125
6919,-94387.382812
6920,71346.578125
6921,-52800.339844
6922,6194.810547
6923,-252825.562500
6924,129741.445312
6925,-120555.320312
6926,-546731.750000
6927,-64443.414062
6928,-47964.937500
6929,-361275.781250
6930,15316.587891
6931,251354.687500
6932,147189.062500
6933,-34497.171875
6934,323563.781250
6935,407454.156250
6936,-211068.921875
6937,357434.593750
6938,527946.062500
6939,71600.039062
6940,-6904.982422
6941,11391.921875
6942,-79979.421875
6943,552059.562500
6944,190237.312500
6945,96208.187500
6946,-387321.531250
6947,92321.820312
6948,58646.171875
6949,386936.750000
6950,-161290.078125
6951,159818.890625
6952,13773.603516
6953,-94995.750000
6954,277271.250000
6955,-333701.312500
6956,-5404.481934
6957,220287.031250
6958,185890.343750
6959,-224000.859375
6960,-388175.781250
6961,471993.625000
6962,209286.250000
6963,87409.507812
6964,-73248.218750
6965,272404.562500
6966,215875.500000
6967,-121041.437500
6968,-364121.875000
6969,290175.687500
6970,85904.742188
6971,434345.593750
6972,566665.562500
6973,39972.156250
6974,-340266.343750
6975,-163123.015625
6976,199627.875000
6977,55261.960938
6978,-206485.000000
6979,-273752.812500
6980,-109223.054688
6981,4594.992188
6982,-43142.371094
6983,142946.968750
6984,361358.593750
6985,360600.062500
6986,-401800.125000
6987,36771.074219
6988,-345017.000000
6989,79623.765625
6990,454732.187500
6991,224126.250000
6992,42198.296875
6993,-37158.109375
6994,324360.812500
6995,169661.468750
6996,255372.375000
6997,-179890.453125
6998,255342.703125
6999,-22180.251953
7000,45038.984375
7001,129951.921875
7002,-109016.804688
7003,-66299.945312
7004,-75043.882812
7005,147655.921875
7006,-388408.468750
7007,191560.328125
7008,43285.539062
7009,-301169.750000
7010,13199.216797
7011,-164391.703125
7012,124958.023438
7013,349840.000000
7014,-158826.906250
7015,154378.812500
7016,-52056.390625
7017,29776.185547
7018,201905.984375
7019,58985.914062
7020,-446333.187500
7021,-221960.093750
7022,140360.093750
7023,82880.882812
7024,-101804.406250
7025,-20817.375000
7026,-206261.656250
7027,-484593.593750
7028,61688.671875
7029,80279.843750
7030,163270.500000
7031,-14458.390625
7032,187833.296875
7033,-348466.937500
7034,-94732.757812
7035,108449.578125
7036,-514897.312500
7037,322955.500000
7038,-11717.496094
7039,88725.984375
7040,-572813.187500
7041,-62270.765625
7042,-550773.562500
7043,-181591.203125
7044,81967.562500
7045,-74071.281250
7046,-462525.500000
7047,-173139.921875
7048,293247.437500
7049,-311598.437500
7050,454633.812500
